source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	action	precedence	audit_status	source_exists	source_resolved_path	destination_class	canonical_path	canonical_exists	chapter_status	next_action	global_disposition
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Riemann surface)	problem|exercise|solution|worked problem	IV/22	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-18.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Riemann surface)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/22	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-18.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/14	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-algebraic-geometry-18.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	w^2|z^3|elliptic curve	elliptic algebraic curve	IV/31	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	Riemann surface|compactification|branch	Riemann surface construction	IV/25	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	plane cubic|cubic curve	plane cubic bridge	VI/43	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(w^2|z^3|elliptic curve)	problem|exercise|solution|worked problem	IV/31	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(w^2|z^3|elliptic curve)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/31	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Riemann surface|compactification|branch)	problem|exercise|solution|worked problem	IV/25	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Riemann surface|compactification|branch)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/25	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(plane cubic|cubic curve)	problem|exercise|solution|worked problem	VI/43	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(plane cubic|cubic curve)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/43	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/31	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-algebraic-geometry-19.tex	CANONICAL_CHAPTER	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	presheaf|sheaf	presheaves and sheaves	VI/12	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	stalk|germ	stalks and germs	VI/13	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	sheafification	sheafification	VI/14	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	kernel|image|quotient sheaf	kernels images quotients	VI/15	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T05.SECTION	SECTION_OR_SUBSECTION	exact sequence|exactness	exact sequences	VI/16	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(presheaf|sheaf)	problem|exercise|solution|worked problem	VI/12	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(presheaf|sheaf)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/12	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(stalk|germ)	problem|exercise|solution|worked problem	VI/13	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(stalk|germ)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/13	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(sheafification)	problem|exercise|solution|worked problem	VI/14	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(sheafification)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/14	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(kernel|image|quotient sheaf)	problem|exercise|solution|worked problem	VI/15	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(kernel|image|quotient sheaf)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/15	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exact sequence|exactness)	problem|exercise|solution|worked problem	VI/16	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exact sequence|exactness)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/16	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-2.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VI/12	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-algebraic-geometry-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	Christoffel|Levi-Civita|connection	Christoffel Levi-Civita	VII/22	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	geodesic	geodesics	VII/23	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	Riemann tensor|Riemann curvature	Riemann curvature	VII/26	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	Ricci|scalar curvature	Ricci scalar curvature	VII/27	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T05.SECTION	SECTION_OR_SUBSECTION	Weyl	Weyl curvature	VII/28	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Christoffel|Levi-Civita|connection)	problem|exercise|solution|worked problem	VII/22	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Christoffel|Levi-Civita|connection)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/22	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(geodesic)	problem|exercise|solution|worked problem	VII/23	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(geodesic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/23	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Riemann tensor|Riemann curvature)	problem|exercise|solution|worked problem	VII/26	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Riemann tensor|Riemann curvature)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/26	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Ricci|scalar curvature)	problem|exercise|solution|worked problem	VII/27	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Ricci|scalar curvature)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/27	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Weyl)	problem|exercise|solution|worked problem	VII/28	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Weyl)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/28	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-20.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VII/26	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-algebraic-geometry-20.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	Lorentzian|indefinite|signature	indefinite/Lorentzian metrics	VII/29	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	Riemannian|Lorentzian	Riemannian vs Lorentzian	VII/30	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Lorentzian|indefinite|signature)	problem|exercise|solution|worked problem	VII/29	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Lorentzian|indefinite|signature)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/29	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Riemannian|Lorentzian)	problem|exercise|solution|worked problem	VII/30	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Riemannian|Lorentzian)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/30	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-21.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VII/29	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-algebraic-geometry-21.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-algebraic-geometry-22.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	parallel transport	parallel transport	VII/24	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-algebraic-geometry-22.tex	CANONICAL_CHAPTER	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
