source_file	source_family	source_block_id	block_kind	source_selector	source_title_or_pattern	destination	destination_title	action	precedence	coverage_rule	canonical_source	notes	audit_status
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	codimension|height	codimension	VI/31	Codimension	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	generic point|variety	generic points varieties	VI/09	Generic and Closed Points	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T05.SECTION	SECTION_OR_SUBSECTION	tangent|local dimension	tangent/local geometry	VI/32	Tangent Spaces and Local Geometry	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Krull dimension|chain of prime)	problem|exercise|solution|worked problem	VI/29	Krull Dimension	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Krull dimension|chain of prime)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/29	Krull Dimension	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(dimension of scheme)	problem|exercise|solution|worked problem	VI/30	Dimension of Schemes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(dimension of scheme)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/30	Dimension of Schemes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(codimension|height)	problem|exercise|solution|worked problem	VI/31	Codimension	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(codimension|height)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/31	Codimension	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(generic point|variety)	problem|exercise|solution|worked problem	VI/09	Generic and Closed Points	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(generic point|variety)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/09	Generic and Closed Points	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tangent|local dimension)	problem|exercise|solution|worked problem	VI/32	Tangent Spaces and Local Geometry	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tangent|local dimension)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/32	Tangent Spaces and Local Geometry	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-8.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VI/29	Krull Dimension	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	Weil divisor|prime divisor	Weil divisors	VI/39	Weil Divisors	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	Cartier divisor	Cartier divisors	VI/40	Cartier Divisors	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	class group|divisor class	class groups	VI/41	Divisor Class Groups	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	line bundle|invertible sheaf|Picard	line bundles Picard	VI/42	Line Bundles and Picard Groups	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Weil divisor|prime divisor)	problem|exercise|solution|worked problem	VI/39	Weil Divisors	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Weil divisor|prime divisor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/39	Weil Divisors	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Cartier divisor)	problem|exercise|solution|worked problem	VI/40	Cartier Divisors	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Cartier divisor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/40	Cartier Divisors	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(class group|divisor class)	problem|exercise|solution|worked problem	VI/41	Divisor Class Groups	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(class group|divisor class)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/41	Divisor Class Groups	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(line bundle|invertible sheaf|Picard)	problem|exercise|solution|worked problem	VI/42	Line Bundles and Picard Groups	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(line bundle|invertible sheaf|Picard)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/42	Line Bundles and Picard Groups	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T05Q.SECTION	SECTION_OR_SUBSECTION	coherent|quasi-coherent	coherent and quasi-coherent sheaves	VI/33	O_X-Modules and Quasi-Coherent Sheaves	MIGRATE	100	EXPLICIT_SELECTOR	YES	Split from the former mixed AG9 selector; module and quasi-coherent material is now placed before the projective arc.	CURATED_TOPIC_MAP
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T05Q.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(coherent|quasi-coherent)	problem|exercise|solution|worked problem	VI/33	O_X-Modules and Quasi-Coherent Sheaves	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the split quasi-coherent selector inherit VI/33.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T05Q.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(coherent|quasi-coherent)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/33	O_X-Modules and Quasi-Coherent Sheaves	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the split quasi-coherent selector inherit VI/33.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T05P.SECTION	SECTION_OR_SUBSECTION	projective morphism	projective morphism overlap	VI/38	Projective Morphisms and Closed Embeddings	MIGRATE	100	EXPLICIT_SELECTOR	YES	Split from the former mixed AG9 selector; canonical projective-morphism treatment remains in the projective arc.	CURATED_TOPIC_MAP
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T05P.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(projective morphism)	problem|exercise|solution|worked problem	VI/38	Projective Morphisms and Closed Embeddings	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the split projective-morphism selector inherit VI/38.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	T05P.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(projective morphism)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/38	Projective Morphisms and Closed Embeddings	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the split projective-morphism selector inherit VI/38.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-geometry-9.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VI/39	Weil Divisors	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-algebraic-topology-1--math-alls-3.tex	ALGEBRAIC_TOPOLOGY	ARCHIVE.ALL	ENTIRE_FILE	*	all blocks	ARCHIVE_VARIANT	Archive — provenance variant	ARCHIVE_VARIANT	1000	WHOLE_FILE	NO	Preserve for provenance/diff only. Preferred comparison source: theory-of-algebraic-topology-1.tex. Migrate only if a repo-local diff proves unique mathematics.	ARCHIVE_CLASSIFIED
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T01.SECTION	SECTION_OR_SUBSECTION	homotopy|homotopic	homotopy	VIII/01	Homotopies of Maps	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T02.SECTION	SECTION_OR_SUBSECTION	contractible|homotopy equivalence	contractibility equivalence	VIII/02	Homotopy Equivalence and Contractibility	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T03.SECTION	SECTION_OR_SUBSECTION	degree of map|mapping degree	degree	VIII/03	Degree of Maps	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T04.SECTION	SECTION_OR_SUBSECTION	sphere|antipodal	spheres antipodal	VIII/04	Spheres and Antipodal Maps	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(homotopy|homotopic)	problem|exercise|solution|worked problem	VIII/01	Homotopies of Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(homotopy|homotopic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/01	Homotopies of Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(contractible|homotopy equivalence)	problem|exercise|solution|worked problem	VIII/02	Homotopy Equivalence and Contractibility	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(contractible|homotopy equivalence)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/02	Homotopy Equivalence and Contractibility	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(degree of map|mapping degree)	problem|exercise|solution|worked problem	VIII/03	Degree of Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(degree of map|mapping degree)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/03	Degree of Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(sphere|antipodal)	problem|exercise|solution|worked problem	VIII/04	Spheres and Antipodal Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(sphere|antipodal)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/04	Spheres and Antipodal Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-1.tex	ALGEBRAIC_TOPOLOGY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VIII/01	Homotopies of Maps	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T01.SECTION	SECTION_OR_SUBSECTION	mapping cone	mapping cones	VIII/07	Mapping Cones	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T02.SECTION	SECTION_OR_SUBSECTION	chain complex	chain complexes	VIII/16	Chain Complexes	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T03.SECTION	SECTION_OR_SUBSECTION	chain homotopy	chain homotopies	VIII/22	Chain Homotopies	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T04.SECTION	SECTION_OR_SUBSECTION	cone of chain map	mapping cone chain maps	VIII/24	Mapping Cones of Chain Maps	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(mapping cone)	problem|exercise|solution|worked problem	VIII/07	Mapping Cones	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(mapping cone)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/07	Mapping Cones	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(chain complex)	problem|exercise|solution|worked problem	VIII/16	Chain Complexes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(chain complex)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/16	Chain Complexes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(chain homotopy)	problem|exercise|solution|worked problem	VIII/22	Chain Homotopies	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(chain homotopy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/22	Chain Homotopies	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(cone of chain map)	problem|exercise|solution|worked problem	VIII/24	Mapping Cones of Chain Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(cone of chain map)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/24	Mapping Cones of Chain Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-10.tex	ALGEBRAIC_TOPOLOGY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VIII/07	Mapping Cones	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	T01.SECTION	SECTION_OR_SUBSECTION	attaching map|CW	attaching maps overlap	VIII/05	Cell Attachments	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	T02.SECTION	SECTION_OR_SUBSECTION	homotopic attaching	homotopic attachments	VIII/08	Homotopic Attaching Maps	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(attaching map|CW)	problem|exercise|solution|worked problem	VIII/05	Cell Attachments	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(attaching map|CW)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/05	Cell Attachments	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(homotopic attaching)	problem|exercise|solution|worked problem	VIII/08	Homotopic Attaching Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(homotopic attaching)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/08	Homotopic Attaching Maps	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-11.tex	ALGEBRAIC_TOPOLOGY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VIII/05	Cell Attachments	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	T01.SECTION	SECTION_OR_SUBSECTION	mod p|Z/p|coefficients	mod p coefficients	VIII/25	Homology with Coefficients	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	T02.SECTION	SECTION_OR_SUBSECTION	chain homotopy	chain homotopy	VIII/22	Chain Homotopies	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(mod p|Z/p|coefficients)	problem|exercise|solution|worked problem	VIII/25	Homology with Coefficients	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(mod p|Z/p|coefficients)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/25	Homology with Coefficients	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(chain homotopy)	problem|exercise|solution|worked problem	VIII/22	Chain Homotopies	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(chain homotopy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/22	Chain Homotopies	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-algebraic-topology-12.tex	ALGEBRAIC_TOPOLOGY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VIII/25	Homology with Coefficients	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
