chapter	ordinal	label	title	source_line	hint_sha256	hint_words	own_solution_similarity	nearest_neighbor_solution_similarity	duplicate_hint_count	status	hint	notes
III/06	8	exr:iii06-08		283	60a62ddd214ef61d837351b3121c804f852bd068651b0b50adf01b56a86d09a6	13	0.0278	0.0000	1	PASS	Check the endpoint \(p=\infty\) separately: the essential supremum replaces an integral formula.	-
III/06	9	exr:iii06-expand-01	Power singularity	300	0c5f13d79a71997fc234a23ab4f173545524dd2fdbbb7de4bcd77c3a83bb95e4	4	0.0000	0.0000	1	PASS	Require p/3<1.	-
III/06	10	exr:iii06-expand-02	Constant norm	310	3cbe34369b1c80b4b8cd8de75d24e53e7da8ea80fb131a1b3bb28fe7b45067f7	2	0.0000	0.0000	1	PASS	Integrate 1.	-
III/06	11	exr:iii06-expand-03	Essential sup	320	b4c97929f3ac28232853b0fcdc7f6e42365ac26afe24d386890f573f08726473	3	0.0000	0.0000	1	PASS	Ignore null exceptions.	-
III/06	12	exr:iii06-expand-04	Finite inclusion	330	6830297bd5a5735548385948bece09f25a694f444b67ccd352286abd9a7dfd19	4	0.0000	0.0000	1	PASS	Use finite-measure inclusion.	-
III/06	13	exr:iii06-expand-05	Chebyshev	340	eef5be93eaa51d04f2c8fad07a84538607c610a6805ba4f96187ea2045726746	2	0.0000	0.0000	4	PASS	Use Chebyshev.	duplicate-hint diagnostic=4
III/06	14	exr:iii06-expand-06	Norm zero	352	99c952367ee6c678f8e6a1e27dc02c2265d9e238372a50b8a13e1fffe4f66530	9	0.2500	0.2000	1	PASS	Apply the zero-integral criterion to |f|\textasciicircum{}p.	-
III/06	15	exr:iii06-expand-07	Finite inclusion	362	caaf84b859b445768e0ea038441dbf65c4cbd22fd5b7ebf75c1324c5099884fb	8	0.0000	0.0909	1	PASS	Apply Holder to |f|\textasciicircum{}p times 1.	-
III/06	16	exr:iii06-expand-08	Lp to measure	372	459ea682d13b8fa2732ecaa1a27c95e71f09fc8c9740b4259f7a9fb866b63f8a	5	0.0000	0.0000	1	PASS	Use Chebyshev on the difference.	-
III/06	17	exr:iii06-expand-09	Truncation	382	8a0be733afed95dcfa47113f13a6a254810dacd7cde59656ed45f8e995079fc8	10	0.0000	0.1000	1	PASS	Use DCT on the p-th power of the error.	-
III/06	18	exr:iii06-expand-10	Infinite measure	394	18b25e4ffacc7c89c930550916323418dcff84f3079b609a0ec10e4beabdb014	6	0.1000	0.0000	1	PASS	Use power decay on [1,infinity).	-
III/06	19	exr:iii06-expand-11	Pointwise not norm	404	725333f1495c669e106e2161aa5e7faff3f5e0d88f2f788a302ff7fbf631d2b6	3	0.0000	0.0000	2	PASS	Use moving spikes.	-
III/06	20	exr:iii06-expand-12	Norm not pointwise	414	9ba0684cc98744fa0d1fa62f9c062ebf5ffd9f5fd158d2e09332512836e96bb9	7	0.0303	0.0000	1	PASS	Use a typewriter sequence of moving supports.	-
III/06	21	exr:iii06-expand-13	Energy	426	9e10e8a01a9653bdf515c3d4f1c4c81d489436cff61b10649a68b7e0a79086ae	6	0.0000	0.0000	1	PASS	Squared magnitude and orthogonality behave well.	-
III/06	22	exr:iii06-expand-14	Worst case	436	4f90483c983a749f4c6cb4f5d51bc997dd6138d771e61d640282e27f19435e78	4	0.0000	0.3333	1	PASS	It uses essential supremum.	-
III/06	23	exr:iii06-expand-15	L1-Linfinity interpolation	448	a1c4a77c00f9ab882f3de2fad2672ca026809a292d683923394845a5c5b1abc9	4	0.0000	0.0000	1	PASS	Factor |f|\textasciicircum{}p.	-
III/06	24	exr:iii06-expand-16	Completeness strategy	458	fa5451a2780232cd7071fcd40698ebd53d737aec5277c753fb503a1564aa8433	7	0.1818	0.0000	1	PASS	Choose a subsequence with summable norm increments.	-
III/07	1	exr:iii07-01		219	9c6b1592047ddd699caec2c26dd28313a4c5c4e596019962f6d5e5a4e52dad5e	20	0.0667	0.0294	1	PASS	Choose conjugate exponents with \(1/p+1/q=1\) before applying Hölder; the exponent relation is part of the theorem.	-
III/07	2	exr:iii07-02		229	6875c5803aa5232a2d372b6b4e9f462d019b04b879b1098f3b2b085e4c6813eb	19	0.0303	0.0312	1	PASS	Normalize the functions by their \(L^p\) and \(L^q\) norms if you want a clean proof of Hölder.	-
III/07	3	exr:iii07-03		239	0ef3f5cac4a9c9091878d022a2d33a7d93fd4bb492bfb6853237faa87b207a6a	17	0.0000	0.0370	1	PASS	Apply Hölder to \(|f+g|^{p-1}|f|\) and \(|f+g|^{p-1}|g|\) to derive Minkowski.	-
III/07	4	exr:iii07-04		249	6e7f2ffa1b5fc3743b02f5ea56f87c555a03d9574f63297fe518fea527585932	12	0.0345	0.0345	1	PASS	Interpolation exponents are determined by solving a convex combination of reciprocal exponents.	-
III/07	5	exr:iii07-05		259	91c993f50f17e934c2ceb19230f5ecc3a4a92bea3dc3a8ee17de814d7cb140b3	13	0.0769	0.0312	1	PASS	Equality in Hölder requires proportionality of the appropriate powers of \(|f|\) and \(|g|\).	-
III/07	6	exr:iii07-06		269	aea23942d30a8995891dcfcc4ca5b9823ec544e6009445395c455d51bdb676de	16	0.0286	0.0000	1	PASS	Use Hölder to bound an integral operator by separating the kernel factor from the input function.	-
III/07	7	exr:iii07-07		279	8c68f75ed241fed705148c3ea101c7a06a5be51456c9f216e1ae1bee7915c2d1	18	0.0625	0.0526	1	PASS	At \(p=1\) or \(p=\infty\), check the endpoint form rather than dividing by a vanishing conjugate exponent.	-
III/07	8	exr:iii07-08		289	8ef6220c8cdc30ed3cddaef9721adc70805cb7e7b675fce82e610972be93d754	19	0.0244	0.0000	1	PASS	Track every exponent through the estimate; a correct inequality with the wrong target exponent is not an interpolation result.	-
III/07	9	exr:iii07-expand-01	Conjugate	306	e69ac91c43184f25429dbfc7a1d633e0000df4c5b5e80b30ed5f626221348458	6	0.0000	0.0000	1	PASS	Solve 1/3+1/q=1.	-
III/07	10	exr:iii07-expand-02	Holder bound	316	4093bc0bde835e5a4506661eef86154acc10e9c90c32a5fb5301199431ca8353	2	0.0000	0.0000	1	PASS	Use Holder.	-
III/07	11	exr:iii07-expand-03	Interpolation	326	766ae0488c9f5af39a5201937d5f34a43b125df9d65a1d751e31c7db2a8d95c0	2	0.0000	0.0000	1	PASS	Solve linearly.	-
III/07	12	exr:iii07-expand-04	Minkowski	336	4538d14090cd2a84b2183bb47cffaa3c06c55a638b614b18b6b8b61b1a498ff9	3	0.0000	0.0000	1	PASS	Use triangle inequality.	-
III/07	13	exr:iii07-expand-05	Young p=2	346	755069b4c1c995675f7779758c738d9523a21555bb9728fa240bd16aacb6f999	4	0.0000	0.0000	1	PASS	Use the quadratic case.	-
III/07	14	exr:iii07-expand-06	Holder proof	358	72117eb9eb0a9c8da6c14d1d37be12e1bca8a93486c28dcb62bcb6b6a52d1e2a	3	0.0000	0.0000	1	PASS	Normalize both functions.	-
III/07	15	exr:iii07-expand-07	Minkowski proof	368	fb2b980448ce452c650509413b46b0d05f6f0a95e3bd3d2700fbdc394085cf7d	9	0.0000	0.0000	1	PASS	Pair |f+g|\textasciicircum{}(p-1) with |f|+|g|.	-
III/07	16	exr:iii07-expand-08	Interpolation proof	378	7c80d9b214c441e3afefdec5107d19a3ca24b27d45a97f7998997289a91a5107	7	0.0000	0.1111	1	PASS	Factor |f|\textasciicircum{}r into two powers.	-
III/07	17	exr:iii07-expand-09	Equality	388	904516c9fd5a88c2b13ed68ada0321280471d17a01283ee3181335cd1a27508a	4	0.0000	0.0000	1	PASS	Trace equality in Young.	-
III/07	18	exr:iii07-expand-10	Wrong exponents	400	d05dfa0518a2474a164e3369d39c4ec29128a7d402a9ca621ff555482f84d69f	7	0.0000	0.2222	1	PASS	The powers must combine to exponent one.	-
III/07	19	exr:iii07-expand-11	p below one	410	9f344889a7e064909ae6e4a4377a58bd64431f0dda95338607d3061c1c481304	3	0.1200	0.0000	1	PASS	Triangle inequality fails.	-
III/07	20	exr:iii07-expand-12	Equality rare	420	d9464eac69cd5b9fbac195bc0384c866b4d5a374dc6ef6f7fbdf810731f29464	5	0.0000	0.0000	1	PASS	Equality requires proportional powered magnitudes.	-
III/07	21	exr:iii07-expand-13	Moments	432	48dd6a3060fdb51b274660f2c97a0dd5c69d6e7dd621fa93f293acc5eaadac56	6	0.0000	0.0000	1	PASS	Use probability measure and conjugate moments.	-
III/07	22	exr:iii07-expand-14	Kernel operator	442	210e9d8f31adf05b40c994d3cf51421b2fe11fc7bb1f8dc5799031eb17061d73	6	0.2857	0.0000	1	PASS	Pair the kernel section with f.	-
III/07	23	exr:iii07-expand-15	Dual extremizer	454	9a1d4d712c42b2cd0c8243dfab09635a315e9bf75e5c73135f3c2d8fd177b300	9	0.0000	0.0000	1	PASS	Use sign(f)|f|\textasciicircum{}(p-1) and normalize.	-
III/07	24	exr:iii07-expand-16	L1-Linfinity to L2	464	a5fba4645f8edd910003ebb6e7c40b097525d5a5f6e04eb51d64c295e68ffe4a	1	0.0000	0.0000	1	PASS	Interpolate.	-
III/08	1	exr:iii08-01		215	fd860813c7fa3a9e04cd9edf779b69eb77651d491a2f0b06238387c90a78c36f	17	0.0882	0.1579	1	PASS	Egorov needs finite measure; choose the exceptional set first and make uniform convergence hold on its complement.	-
III/08	2	exr:iii08-02		225	1686696e1d1e11e999f9acbde0a5c3a34f0b65f5705e603d52421ec3dadeb8f7	15	0.0270	0.0263	1	PASS	Quantify the exceptional set by summing the measures of the bad sets in the proof.	-
III/08	3	exr:iii08-03		235	8be23bf47615307c6dd583087d1e0b3b96c5de3508b0874f450a708f83417409	21	0.0000	0.0238	1	PASS	For a Vitali covering argument, extract a disjoint subfamily and compare the original set with an expanded union of those balls.	-
III/08	4	exr:iii08-04		245	c476ef3058f5ad4199febc62e9da0f4c4d396353edbbd197d9b2e0d4d12dae09	14	0.0294	0.0294	1	PASS	Compute the level set \(\{|f|>\lambda\}\) explicitly before evaluating the weak-\(L^p\) quantity.	-
III/08	5	exr:iii08-05		255	8d562154fbdf4cf7a5134230b5586be0159ad2d045a397321eb280f860d3fc25	23	0.0571	0.0571	1	PASS	Weak-\(L^p\) control is \(\sup_{\lambda>0}\lambda^p\mu(|f|>\lambda)\); optimize in \(\lambda\) only after deriving the level-set measure.	-
III/08	6	exr:iii08-06		265	f6ed9279039e60352db0ff1129221ab29dd1ee3d9d34d485a7e7b286f4f2d389	18	0.0714	0.0312	1	PASS	To separate weak and strong \(L^p\), use the borderline power \(|x|^{-n/p}\) on a suitable domain.	-
III/08	7	exr:iii08-07		275	5d06183d0fbc4a83c0fa0e0c460473faeb7e358a58d99eb893139162785b4580	17	0.0278	0.0645	1	PASS	Strong \(L^p\) implies weak \(L^p\) by Chebyshev's inequality; write that one-line estimate first.	-
III/08	8	exr:iii08-08		285	8c8566e79ba46016e479424a1dd903484044873efa1048f2821458835ccbf17f	17	0.0000	0.0278	1	PASS	Do not use Egorov on an infinite-measure space without first restricting to a finite-measure subset.	-
III/08	9	exr:iii08-expand-01	Chebyshev	302	eef5be93eaa51d04f2c8fad07a84538607c610a6805ba4f96187ea2045726746	2	0.0000	0.0000	4	PASS	Use Chebyshev.	duplicate-hint diagnostic=4
III/08	10	exr:iii08-expand-02	Weak exponent	312	a0e40216fcaa3b62a936f407de6e4d97b26bf060d50d879b01e600bef132d5fb	3	0.0000	0.0000	1	PASS	Match the exponent.	-
III/08	11	exr:iii08-expand-03	Critical example	322	25d3a51fb486e9cb6c28815d89884cea3a2a564f1dc8e09b8bb637a285af318a	4	0.0000	0.0000	1	PASS	Integrate x\textasciicircum{}(-1).	-
III/08	12	exr:iii08-expand-04	Egorov hypothesis	332	9f772e62be0e4f06c54b90b9481cb4def9d7d8f772c92f87dd25ade93d05e8f7	3	0.0000	0.0000	1	PASS	Check the theorem.	-
III/08	13	exr:iii08-expand-05	Measure convergence	342	07123b96adefd69f083d4721baa0fe81e68673ad90397d736837b4eced963ecb	3	0.0000	0.0000	1	PASS	Use bad sets.	-
III/08	14	exr:iii08-expand-06	Chebyshev proof	354	c36eebb4b9af2a747f17edeaa423af7649a2d745d83782b187d6dc9f7de246ab	10	0.1667	0.0588	1	PASS	On the superlevel set, |f|\textasciicircum{}p >= t\textasciicircum{}p.	-
III/08	15	exr:iii08-expand-07	Egorov mechanism	364	240b92eb54956833a975bb579009898e569e0ce9ac00b5e4d9d88ae23394233a	10	0.0000	0.0833	1	PASS	Track points where the tail is not yet uniformly accurate.	-
III/08	16	exr:iii08-expand-08	Strong to weak	374	eef5be93eaa51d04f2c8fad07a84538607c610a6805ba4f96187ea2045726746	2	0.0000	0.0000	4	PASS	Use Chebyshev.	duplicate-hint diagnostic=4
III/08	17	exr:iii08-expand-09	Vitali split	384	0ba7989e153971df6bf7a52fb031db80a1eae303d8df747d4c441ceee2d73dab	9	0.2500	0.0952	1	PASS	Separate small pointwise error from a small exceptional set.	-
III/08	18	exr:iii08-expand-10	Infinite measure Egorov	396	2dabcc14cd3cbc3b6c70803c7478374724e749772462f19645d358fe6ae602dc	5	0.0000	0.0000	1	PASS	Slow convergence can drift outward.	-
III/08	19	exr:iii08-expand-11	Weak not strong	406	765d2b9ff98eaf4f8702d848d56b0e551fb787bb24e1044940576e6e4e30e54a	8	0.1000	0.0000	1	PASS	Use x\textasciicircum{}(-1/p) on (0,1).	-
III/08	20	exr:iii08-expand-12	Measure not L1	416	725333f1495c669e106e2161aa5e7faff3f5e0d88f2f788a302ff7fbf631d2b6	3	0.0000	0.0000	2	PASS	Use moving spikes.	-
III/08	21	exr:iii08-expand-13	Critical PDE tails	428	295f330033f931b93df911fa8ac05d1dd3dacc329ecde1d0ff285c0d468135c8	10	0.0714	0.0000	1	PASS	They preserve scale-invariant tail control when strong integrability fails.	-
III/08	22	exr:iii08-expand-14	Uniform integrability	438	73a9da3df0ad33a80d297735256b9009a92e64ecedd2685dd02a5942bd3746a7	8	0.0000	0.0000	1	PASS	Small sets cannot hold large integral mass uniformly.	-
III/08	23	exr:iii08-expand-15	Weak quasi-norm	450	1ac01d451bcb04da23faf9036389382f9518bfbcc4515076c96d1747603cfec3	6	0.0000	0.0000	1	PASS	Handle t<1 and t>=1.	-
III/08	24	exr:iii08-expand-16	A.e. subsequence	460	24d0d9a898f4f173262bcca5ef8200d7e3d6fe8940b42a55fda2667713a8fc8a	8	0.0000	0.0000	1	PASS	Choose a subsequence with summable bad-set measures.	-
III/09	1	exr:iii09-01		226	d6fd63b8fe4eb28764f3ebc2c70316f1b1519f430f3642c3af56319a40bcfb5f	13	0.0000	0.0000	1	PASS	Use parity and periodicity before computing any Fourier coefficient; many integrals vanish immediately.	-
III/09	2	exr:iii09-02		236	72c73f21b1008c452ac14cbf069ca3b0dde7c14c7aff3d479d960d963d763c74	17	0.0000	0.0000	1	PASS	Write the partial sum as convolution with the Dirichlet kernel to see where localization and oscillation enter.	-
III/09	3	exr:iii09-03		246	33c428dcc7bc197e5125ad8e511e367bc767bcfbd5d8f7baa6ae32820e71f81c	20	0.0571	0.0571	1	PASS	At a jump discontinuity, the limit is the average of the two one-sided limits under the standard convergence hypotheses.	-
III/09	4	exr:iii09-04		256	bb6b07f23ff8447d08a5fb49e2704df6a734a37e3b7e70b6aafd1e17c559f216	13	0.0000	0.0303	1	PASS	Orthogonality of exponentials or sines/cosines turns coefficient computations into inner-product calculations.	-
III/09	5	exr:iii09-05		266	45dea1a9cd4ee6c44687b8f7dc7d461e7aca11dea20ca1a3e3538770df4f65bb	16	0.0000	0.0000	1	PASS	Parseval-type identities require the correct normalization of the basis and the period; check both constants.	-
III/09	6	exr:iii09-06		276	e72344dda97150b80409a6266b220f3c8b313b1530e3b852d08c1db6dea18fcb	20	0.0208	0.0312	1	PASS	To compare pointwise and \(L^2\) convergence, separate what is controlled by norm from what is controlled at each point.	-
III/09	7	exr:iii09-07		286	0f62a38f5854d912f03835a1e743e9c566a1f87315383113900c2820f7c8eee9	16	0.0455	0.1053	1	PASS	Gibbs behavior is localized near jumps; inspect overshoot in scaled coordinates rather than expecting uniform convergence.	-
III/09	8	exr:iii09-08		296	efc38152fea3229281c722615476e6ee109be7b7d1753942cd85d6e3df78c11a	18	0.0000	0.0000	1	PASS	For coefficient decay, integrate by parts only when the function has the needed regularity and periodic boundary compatibility.	-
III/09	9	exr:iii09-expand-01	Odd parity	313	7eb6398b85d47aafd4369e1f40aefac4f25630c00a2dfbf840de32202b1ba72d	2	0.0000	0.0000	1	PASS	Use parity.	-
III/09	10	exr:iii09-expand-02	Single mode	323	e340108970cafdaa995383e2eac4c594159efa282c458573709bdef7eb6887f5	6	0.0000	0.0000	1	PASS	It is already a basis mode.	-
III/09	11	exr:iii09-expand-03	Jump value	333	41d83c20e2187b866849e2aa8138b75bcb9bf72d50f02313f0d900a5f3014977	1	0.0000	0.0000	1	PASS	Average.	-
III/09	12	exr:iii09-expand-04	Orthogonality	343	1764f255c9a7168eb9eee8266cd07dbbdab8cc42b9ed0f30f26f5e3d85721cc8	5	0.0000	0.0000	1	PASS	Use parity or product identities.	-
III/09	13	exr:iii09-expand-05	Bessel	353	60c12cd18d16edc786d8f88a7cce137a4d467d2c7028dc43d9b8681096667485	5	0.1250	0.0000	1	PASS	Coefficient energy to function energy.	-
III/09	14	exr:iii09-expand-06	Parity proof	365	9291346f6442126e54dd1662352808cee7cea8540e0c1845193084011ff43615	5	0.0000	0.0000	1	PASS	Odd times even is odd.	-
III/09	15	exr:iii09-expand-07	Projection	375	1204411dc7cfe837dc7a5f3aab0e2b4b556ffe23024162c4b2eedde748e0b36b	5	0.0000	0.0000	1	PASS	It is an orthogonal projection.	-
III/09	16	exr:iii09-expand-08	Bessel proof	385	f6512cd72ba85b629b0eb4463f3cc03e205212aa716ad46a5312f75aaa6fdffa	4	0.0000	0.1667	1	PASS	Expand squared projection residual.	-
III/09	17	exr:iii09-expand-09	Midpoint principle	395	39c9804ca1ca4454a7d974028d6d7400f5e9861ffde6f8711bb5b2da11c52847	4	0.0000	0.0000	1	PASS	Use symmetric kernel concentration.	-
III/09	18	exr:iii09-expand-10	Uniform discontinuity	407	8cdd8d2a15af5c5bf4756562655b1fc3a143eb136742f207def02086ab689cdf	7	0.0000	0.0909	1	PASS	Uniform limits of continuous functions are continuous.	-
III/09	19	exr:iii09-expand-11	Bessel not Parseval	417	5ce354e2b46eb04098e94fd8215b7ddfd8a0ca9690859d9a8f5382dc9f87aeac	3	0.0000	0.0000	1	PASS	Completeness is needed.	-
III/09	20	exr:iii09-expand-12	Gibbs persistence	427	e28da8824e27ec7e0c208da5ceb65b17915fdf21897825649843788ecc8dc84a	8	0.0000	0.0000	1	PASS	The kernel has a universal rescaled jump profile.	-
III/09	21	exr:iii09-expand-13	Spectral compression	439	26174221c5abc7b992852e2e345d1caf292f2f630956a4ad517062d6b496b240	4	0.0000	0.0000	1	PASS	Smoothness gives coefficient decay.	-
III/09	22	exr:iii09-expand-14	Edge ringing	449	8e1e8a25e1227770d36227507cb566bae7f2928a69be02e3d2c20a50cb5abc0a	4	0.0000	0.0000	1	PASS	Jumps cause persistent ringing.	-
III/09	23	exr:iii09-expand-15	Parseval identity	461	df277c45071bb056b2e929ab0361af230930b6f695f7cacd4251644778e57df7	6	0.1000	0.0000	1	PASS	Apply Parseval to f(x)=x.	-
III/09	24	exr:iii09-expand-16	Fejer improvement	471	5539660e4935166cb5a99fdd35e6a8a1dbb178633c47eb4f28a14f2c9b8c9e3f	7	0.0000	0.0000	1	PASS	They average Dirichlet kernels into positive kernels.	-
III/10	1	exr:iii10-01		210	3a726dc065020f6844d23b7980e3003f4f7fbc590b457464189acffea06e6022	18	0.0370	0.0667	1	PASS	Start from \((f*g)(x)=\int f(x-y)g(y)\,dy\) and check integrability before changing variables.	-
III/10	2	exr:iii10-02		220	197e3d4ef6d6a4a761b7b8186f4c11bb780f9121e63ae473a4f8dae5d5738521	18	0.0000	0.0000	1	PASS	The support of a convolution lies in the Minkowski sum of supports; prove inclusion before looking for equality.	-
III/10	3	exr:iii10-03		230	21dfed80d7bbbdb7b522b655f7a4c23fb67039e4bf919e438e9e5630cdcc386a	13	0.0000	0.0606	1	PASS	Use Fubini/Tonelli to justify associativity or commutativity rather than rearranging integrals formally.	-
III/10	4	exr:iii10-04		240	d2e28508bcf83e9c0ea95ca884f139e770f076595d01b5a50e6b82dfe89a2d02	14	0.0000	0.0270	1	PASS	Young's inequality controls \(\|f*g\|_r\); choose exponents satisfying the correct reciprocal relation.	-
III/10	5	exr:iii10-05		250	fd66089d48bdc01ae3321339a03cb9a85d0b12b9105466d553cf6f36babe3721	15	0.0833	0.0000	1	PASS	For an approximate identity, verify unit mass, concentration near zero, and uniform \(L^1\) control.	-
III/10	6	exr:iii10-06		260	6735d86cab1c93e0b55b2ea8a29003553d6e3b998682b730ce78f84b15c8d2d1	19	0.0278	0.0513	1	PASS	Split the approximation error into near and far regions so continuity handles one part and concentration handles the other.	-
III/10	7	exr:iii10-07		270	461154486e19a555e7fc58eae2b26cd71ceb353f149bf5eeb300ba598ee5016a	17	0.1111	0.0556	1	PASS	A mollifier smooths because derivatives fall on the smooth kernel; differentiate under the integral after checking justification.	-
III/10	8	exr:iii10-08		280	22b73a75177e102df735b662d6d0a508074a167f57b82861edfc091ed9af920f	18	0.0000	0.0769	1	PASS	Keep support control explicit when using mollifiers on a domain; convolution near the boundary may leave the domain.	-
III/10	9	exr:iii10-expand-01	Support sum	297	013427c9306181badc11c2a99c78cd0d3c572056bcaed6547014df0c7b8d4a32	2	0.0000	0.0370	1	PASS	Add supports.	-
III/10	10	exr:iii10-expand-02	Commutativity	307	624f5ad6181c65813ee0cad0fdf8eaa5cb65ef6d4a3a65f7283da3b6852fcebb	4	0.0000	0.0000	1	PASS	Use z=x-y.	-
III/10	11	exr:iii10-expand-03	Young L1	317	63c45667787eade3f19a8a73e86b6afaaaf3dab45714ef6ed24f1ea34c5e6749	2	0.0000	0.0000	1	PASS	Use Young.	-
III/10	12	exr:iii10-expand-04	Mollifier mass	327	6a158a0bbe2632dfc57d35b54faefb3822a4f0a55ce096fe6dd8f05b98590c42	4	0.0000	0.0000	1	PASS	Use change of variables.	-
III/10	13	exr:iii10-expand-05	Derivative	337	a172900a7e7c3c07081ef26e1ca3a8fe22eacea1818b5a4aaac826c66ef4cb7a	6	0.0000	0.0000	1	PASS	Move it to the smooth factor.	-
III/10	14	exr:iii10-expand-06	Commutativity proof	349	9dcf4633cb50f85c0c88f046f773bb311e55b879ba368a210bcdacf4ed211b34	2	0.0000	0.0000	2	PASS	Change variables.	-
III/10	15	exr:iii10-expand-07	Young proof	359	3690da28bd4b0779fc274cba75319f7939f9b3c4072193cb9beb283025436a26	5	0.0000	0.0000	1	PASS	Use Tonelli and translation invariance.	-
III/10	16	exr:iii10-expand-08	Support proof	369	cf64ea949160b8d99a29f9e150b04e8c197d8ca51d53f962b8c88ae569df8a1b	7	0.1250	0.0000	1	PASS	A nonzero integrand imposes two support constraints.	-
III/10	17	exr:iii10-expand-09	Recovery proof	379	60230a385e29f07888b9fa4fc27ae9f4c6ebfbfafd2d0d61991c7dc194514cba	3	0.0000	0.0000	1	PASS	Average translation differences.	-
III/10	18	exr:iii10-expand-10	Product versus convolution	391	5949a3789a824e988652c794277d8a36633d955230afcaef258e6ed63e70abeb	3	0.0000	0.0000	1	PASS	Convolution averages translates.	-
III/10	19	exr:iii10-expand-11	Associativity hypotheses	401	1da21c56d29cd9b13c462f9626b974e091cee9fcecb7431dad098af2ba11441e	5	0.0000	0.0000	1	PASS	A triple integral is rearranged.	-
III/10	20	exr:iii10-expand-12	Support equality	411	acf9e857596ff689311bccd0820e6d777331f0cb38deff1b65533f2c37b161b1	3	0.0000	0.0000	1	PASS	Cancellation can occur.	-
III/10	21	exr:iii10-expand-13	Smoothing	423	2717063a47ef34fb08efe61881dd33ce19aa0d904eaac4690277ffb7a731e5d7	6	0.2500	0.1000	1	PASS	It averages against a smooth kernel.	-
III/10	22	exr:iii10-expand-14	Weak solutions	433	8f5b304aa44bb86d5b4ddf977456805fd075b92948886e6c425ed30bff5aa3e8	4	0.1111	0.1250	1	PASS	It produces smooth approximants.	-
III/10	23	exr:iii10-expand-15	Uniform error	445	f45177037fa040861d5b0971fa16308fac056fc252ec99dc6bd0fb7718c4cea8	9	0.0000	0.0000	1	PASS	Use modulus of continuity on the small kernel support.	-
III/10	24	exr:iii10-expand-16	Associativity	455	312c12f83814bfa6a5f440ebe1c28e190dfb062cfaa27d61161f70c118fe538a	7	0.0000	0.0000	1	PASS	Write the double integral and use Fubini.	-
III/11	1	exr:iii11-01		239	a0875d369c97b7ccef2f1171b1a01caff480c70dcfc5b60cfb85d4d19ee875f1	13	0.0938	0.0312	1	PASS	Fix the transform convention first; every scaling and inversion constant depends on it.	-
III/11	2	exr:iii11-02		249	be14ab1d87c81aa2d240b20cc3cdae8b9db041f98830fee030200db280301798	13	0.0000	0.0000	1	PASS	For translation, substitute \(y=x-a\) and keep the resulting exponential phase factor.	-
III/11	3	exr:iii11-03		259	af1f17b6e62620da7f46e3d431bffd180488999c52bcfd9c2b7fb3a82dfc1713	16	0.0000	0.0588	1	PASS	For modulation, multiply by the exponential first and read the frequency shift directly from the kernel.	-
III/11	4	exr:iii11-04		269	7b35017b67ca9e1ed1bebd6d3cbb695d8a64dfd1691304a67845b76001fb803c	13	0.0286	0.0294	1	PASS	For scaling, change variables carefully and track the absolute determinant or scalar factor.	-
III/11	5	exr:iii11-05		279	bb07ec1b02a8703ce333314a920ff4b79cb4d7d9b1c4a703ecd42c1b1dd8621b	18	0.0882	0.1333	1	PASS	Integration by parts moves differentiation in space to multiplication by frequency, with boundary terms killed by the hypotheses.	-
III/11	6	exr:iii11-06		289	a3f0ee8b97e290a2b399f13618e01ca3a4647a870d50d97d24f2be699d7b79d8	13	0.0667	0.0645	1	PASS	Convolution becomes multiplication after transforming; use this before attempting a direct convolution integral.	-
III/11	7	exr:iii11-07		299	1378768a2ab969303db683d9b1a59f0814924927923419b8fe3864796bc72ce2	16	0.0571	0.0811	1	PASS	Check inversion only under the theorem's hypotheses; a formal inverse integral need not converge pointwise.	-
III/11	8	exr:iii11-08		309	91f08b09dee378d200cb0ae6884d120578502361e7c8863c02134e959df2ba61	17	0.0270	0.0294	1	PASS	Use symmetry and reality conditions to predict whether the transform is even, odd, real, or conjugate-symmetric.	-
III/11	9	exr:iii11-expand-01	L1 bound	326	930e1f7fe19680f81161e1fdf8fa07ba2f617d5d3bc8be347a192c5a77e0e560	5	0.0000	0.2000	1	PASS	Use the L1 transform bound.	-
III/11	10	exr:iii11-expand-02	Translation	336	9116b2946e7fe47e61903beb7d77792821020f298ed5335aa0927a5df8ed2f30	2	0.0000	0.0000	1	PASS	Use translation.	-
III/11	11	exr:iii11-expand-03	Modulation	346	e37e5a099fa59b78526d49410130758f0cf588802ede665b2d3335bbbe5aef63	2	0.0000	0.0000	2	PASS	Use modulation.	-
III/11	12	exr:iii11-expand-04	Scaling	356	3922d0a7c2c74df576c0ac7f1890890ef77dc2ae40cf5cdcdcbe097f4b96dd20	2	0.0000	0.0000	1	PASS	Use scaling.	-
III/11	13	exr:iii11-expand-05	Derivative	366	9223e51ea82ebbb636f2e5f4cad9ab09063fff3bcca425ff400dbf37e68c5c43	3	0.0000	0.0000	3	PASS	Integrate by parts.	-
III/11	14	exr:iii11-expand-06	L1 bound proof	378	6296dcf9fe66ec838088b9fc1f008036918a33323ae957d98196e0618a2a1ce0	6	0.0000	0.0000	1	PASS	Take absolute values inside the integral.	-
III/11	15	exr:iii11-expand-07	Translation proof	388	9dcf4633cb50f85c0c88f046f773bb311e55b879ba368a210bcdacf4ed211b34	2	0.0000	0.0000	2	PASS	Change variables.	-
