file	line	field_dependent_text
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	281	A closed point need not be $k$-rational: it only requires $\mathfrak m$ to be maximal.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	283	\begin{theorem}[Finite-type algebraically closed case]
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	284	Let $k$ be algebraically closed and let $A$ be a finitely generated $k$-algebra.  By the
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	285	weak Nullstellensatz, every maximal ideal has quotient $k$.  Thus the closed points of
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	289	Over a non-algebraically closed or finite field, additional closed points appear.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	295	Over an algebraically closed field, the closed points of $\operatorname{Spec}k[x]$ are the maximal ideals $(x-a)$.  The generic point $(0)$ is the one additional nonclosed point.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	335	They are the generic points of the two axes.  The maximal ideal
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	409	closed point & $\mathfrak m$ maximal & $\overline{\{\mathfrak m\}}=\{\mathfrak m\}$\\
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	413	$k$-rational closed point & $A/\mathfrak m\cong k$ & closed point defined over the base field\\
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	422	\item A closed point need not be $k$-rational unless additional hypotheses such as the
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	543	Identify closed points of $\operatorname{Spec}k[x]$ over algebraically closed $k$.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	647	Test the claim: every closed point is generic for the whole spectrum.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	12	\begin{example}[The affine line over an algebraically closed field]
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	13	Let $k$ be algebraically closed.  The points of $\Spec k[t]$ are
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	40	is a field.  It is a closed point but not an $\RR$-rational point.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	43	\begin{example}[The affine line over a finite field]
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	44	In $\Spec\FF_p[t]$, every irreducible polynomial $f(t)$ determines a closed point $(f)$.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	50	far more closed points than the $p$ elements of the finite field.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	79	Assume $k$ is algebraically closed and set
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/examples.tex	88	$\mathfrak p$ is its generic point.  Every closed point
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/exercise_solutions.tex	106	generalization of $(0)$ is itself.  For a closed point $(p)$, its generalizations are
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/exercises.tex	72	For an irreducible $f\in\FF_p[t]$ of degree $d$, show $(f)$ is a closed point and
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/figures/vi09_specialization_chain.tex	10	\node[box,below=of b] (c) {$ (x,y)$\\closed point at the origin};
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p02.tex	60	closed point.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p02.tex	63	Replace $(x)$ by an arbitrary irreducible polynomial prime $(f)$ and choose a maximal ideal
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p05.tex	3	maximal.  Show also that if $\mathfrak p$ is not maximal, then every maximal ideal
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p05.tex	25	$\mathfrak p$.  Since every proper ideal is contained in a maximal ideal, a nonmaximal
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p05.tex	26	prime lies in some maximal ideal $\mathfrak m\supsetneq\mathfrak p$.  Hence
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p05.tex	32	For such a larger maximal ideal,
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p06.tex	33	A closed point $(f)$ is $k$-rational exactly when its quotient field is $k$, which happens
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p07.tex	15	principal open contains a closed point.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p08.tex	7	component-generic points and, when $k$ is algebraically closed, describe the closed points
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p08.tex	12	This is the basic reducible example in which one closed point can be a specialization of
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p08.tex	45	If $k$ is algebraically closed, the closed points on $V(\bar x)$ are
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p08.tex	57	Each closed point on an axis is a specialization of that axis's generic point, and the
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p08.tex	62	The specialization order records incidence: the common closed point lies in the closures
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p14.tex	17	when the quotient by its maximal ideal is $k$.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p14.tex	24	For $\CC[t]$, every irreducible polynomial is $t-a$, so every closed point is
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p14.tex	28	and has quotient $\CC$.  Thus every closed point is $\CC$-rational.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p14.tex	35	so it is a closed point but not an $\RR$-rational point.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p14.tex	37	For $\FF_p[t]$, each irreducible polynomial $f$ of degree $d$ gives a closed point with
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p14.tex	51	algebraically closed field.
books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/problems/p15.tex	37	to a maximal ideal of that factor.  Irreducible components of $\Spec A$ are precisely the
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/challenges/c03.tex	32	index of the maximal ideal is $n$, so it distinguishes the rings.  The natural maps are
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	418	Let $k$ be algebraically closed and let $A$ be a finite-dimensional commutative
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	437	Each quotient is a finite field extension of the algebraically closed field $k$, hence is
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	441	Thus a finite reduced affine $k$-scheme over an algebraically closed field is simply a
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	589	Classify finite-dimensional reduced algebras over an algebraically closed field.
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/examples.tex	154	Assume $k$ is algebraically closed.  The quotient
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/problems/p10.tex	2	Let $k$ be algebraically closed and let $A$ be a finite-dimensional commutative
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/problems/p10.tex	11	finite affine scheme over an algebraically closed field is just a finite set of points.
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/problems/p10.tex	28	Each factor is a finite field extension of $k$, hence equals $k$ because $k$ is algebraically
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/problems/p10.tex	33	geometry over an algebraically closed field.
books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/problems/p10.tex	35	Drop algebraic closedness and identify the factors as finite field extensions of $k$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/advanced_examples.tex	6	has maximal ideal $(t)$, and every nonzero element can be written uniquely as
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/advanced_examples.tex	21	analogue of localizing a polynomial ring at a closed point.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/advanced_examples.tex	79	there is one maximal ideal $(\bar\varepsilon)$ and residue field $k$.  The filtration
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/advanced_examples.tex	94	The ring $\ZZ_p$ of $p$-adic integers is local with maximal ideal $p\ZZ_p$ and residue field
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/challenges/c01.tex	9	Use the nilpotency index of the maximal ideal and the associated graded ring.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/challenges/c01.tex	15	Each $R_n$ has unique prime/maximal ideal $\mathfrak m=(\varepsilon)$ and residue field $k$.  But $\mathfrak m^n=0$ while $\mathfrak m^{n-1}\neq0$, so the nilpotency index determines $n$ and proves pairwise nonisomorphism.  Moreover each $\mathfrak m^i/\mathfrak m^{i+1}$ for $0\le i<n$ is one-dimensional over $k$, generated by the class of $\varepsilon^i$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/challenges/c02.tex	13	In a reduced ring the intersection of minimal primes is zero.  Show the maximal ideal of $A_{\mathfrak p_i}$ is zero.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/challenges/c03.tex	15	Modulo $p$, the ring becomes $\FF_p[x]/(x^2+1)$.  If $p\equiv1\pmod4$, then $x^2+1=(x-a)(x+a)$ with $a\in\FF_p$, giving two closed points with residue field $\FF_p$.  If $p\equiv3\pmod4$, the polynomial is irreducible, giving one closed point with residue field $\FF_{p^2}$.  The case $p=2$ is ramified/nonreduced and is excluded by hypothesis.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	18	maximal ideal is $\mathfrak pA_{\mathfrak p}$, and quotienting by that maximal ideal gives
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	39	\item compute units and the unique maximal ideal in a local ring;
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	40	\item construct $A_{\mathfrak p}$ and determine its units and maximal ideal;
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	60	A commutative ring $R$ is \emph{local} if it has a unique maximal ideal.  We usually write
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	64	for a local ring together with its maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	78	When these conditions hold, the nonunits are exactly the unique maximal ideal $\mathfrak m$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	82	If $R$ has unique maximal ideal $\mathfrak m$, every nonunit lies in some maximal ideal and
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	87	If $(3)$ holds and $\mathfrak n$ is any maximal ideal, then $\mathfrak n$ contains no unit,
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	105	In particular, every element is either a unit or lies in the maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	121	The ring $A_{\mathfrak p}$ is local.  Its unique maximal ideal is
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	142	maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	168	Thus the unique closed point of $\Spec A_{\mathfrak p}$ is
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	182	At the point $(x-a)$ of $\operatorname{Spec}k[x]$, the local ring is $k[x]_{(x-a)}$.  Its maximal ideal is generated by $x-a$, and the residue field is $k$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	236	Suppose $A$ is a $k$-algebra.  A closed point $\mathfrak m$ is $k$-rational when the
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	282	At the generic point $(0)$ of $\operatorname{Spec}k[x]$, the local ring is the fraction field $k(x)$.  Its maximal ideal is zero and its residue field is again $k(x)$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	360	the maximal ideal is $\mathfrak pA_{\mathfrak p}$.  Quotienting produces a unital field
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	368	At the closed point $(p)$ of $\operatorname{Spec}\mathbb Z$, the local ring is $\mathbb Z_{(p)}$ and the residue field is $\mathbb F_p$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	387	The maximal ideal consists of local functions vanishing at the point, while the quotient is
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	410	Point & Local ring & Maximal ideal & Residue field\\
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	431	\item A closed point need not be rational over the chosen base field.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	491	\begin{problem}Analyze the local ring and residue extension at a closed point of an arithmetic curve.\end{problem}
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	562	Prove: Prove $A_{\mathfrak p}$ is local with maximal ideal $\mathfrak pA_{\mathfrak p}$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	578	First quotient $A_{\mathfrak p}$ by its maximal ideal, then identify surviving denominators with nonzero elements of the domain $A/\mathfrak p$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	582	Prove: Prove an element of a local ring is a unit iff it lies outside the maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	588	Every nonunit lies in some maximal ideal, and there is only one.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	630	False; it has exactly one maximal ideal but may have many primes.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	2	A field $K$ has the single maximal ideal $(0)$, so $(K,(0))$ is local.  Every nonzero element
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	6	\begin{example}[The local ring of the affine line at a rational point]
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	13	Its units are precisely the fractions with $f(a)\neq0$, its maximal ideal is generated by
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	26	The maximal ideal is zero, so the local ring is already its residue field:
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	32	\begin{example}[A non-rational real closed point]
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	50	is local with maximal ideal $p\ZZ_{(p)}$ and residue field $\FF_p$.  At the generic point
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	54	\begin{example}[A rational point of the affine plane]
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	85	\begin{example}[A finite-field closed point of degree $d$]
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	132	is local with unique maximal ideal $(\bar\varepsilon)$.  Its residue field is $k$, but the
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/examples.tex	137	The ring $\ZZ/4\ZZ$ is local: its unique maximal ideal is $(\bar2)$ and its residue field is
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_hints.tex	35	\paragraph{Hint for VI.11.E18.} After quotient-localization, quotient again by the maximal ideal and simplify.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_hints.tex	41	\paragraph{Hint for VI.11.E21.} A local map sends the maximal ideal into the maximal ideal and therefore descends to quotient fields.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	2	Assume every $a$ has $a$ or $1-a$ invertible.  If $\mathfrak m\neq\mathfrak n$ were maximal, then $\mathfrak m+\mathfrak n=R$, so choose $a\in\mathfrak m$, $b\in\mathfrak n$ with $a+b=1$.  Both $a$ and $1-a=b$ are nonunits, contradiction.  Hence the maximal ideal is unique.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	17	At $(0)$, $k[t]_{(0)}=k(t)$ and the residue field is $k(t)$.  At $(t-a)$, the local ring consists of $f/g$ with $g(a)\neq0$, maximal ideal $(t-a)$ locally, and residue field $k$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	20	The local ring is $\RR[t]_{(t^2+1)}$.  Its maximal ideal is generated locally by $t^2+1$.  Since the prime is maximal, the residue field is $\RR[t]/(t^2+1)\cong\CC$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	23	$\ZZ_{(p)}$ consists of fractions $a/b$ with $p\nmid b$.  Such a fraction is a unit iff $p\nmid a$.  The unique maximal ideal is $p\ZZ_{(p)}$, and quotienting gives $\FF_p$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	29	The quotient $k[x,y]/(y-x^2)$ is $k[x]$, so the residue field is $\Frac(k[x])=k(x)$.  The local ring itself is $k[x,y]_{(y-x^2)}$; it is not a field.  Its unique maximal ideal is generated locally by $y-x^2$, and quotienting that local ring by its maximal ideal gives $k(x)$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	32	In $A_{(x,y)}$, neither $x$ nor $y$ becomes invertible because both lie in the maximal ideal.  They remain nonzero, while $xy=0$, so the local ring has zero divisors.  Quotient by $(x,y)$ gives $k$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	35	At $(x-a,y)$ with $a\neq0$, $x$ is outside the maximal ideal and hence is a unit.  The relation $xy=0$ gives $y=0$.  The remaining ring is $k[x]_{(x-a)}$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	41	Every element is $a+b\varepsilon$.  It is a unit iff $a\neq0$, since $(a+b\varepsilon)^{-1}=a^{-1}-a^{-2}b\varepsilon$.  Thus the unique maximal ideal is $(\varepsilon)$ and the residue field is $k$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	44	$\ZZ/n\ZZ$ is local exactly when $n$ is a power of a single prime.  Hence $\ZZ/4\ZZ$ and $\ZZ/8\ZZ$ are local with maximal ideal generated by $2$ and residue field $\FF_2$; $\ZZ/6\ZZ$ has maximal ideals $(2)/(6)$ and $(3)/(6)$ and is not local.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	53	The maximal ideal of $A_{\mathfrak p}/IA_{\mathfrak p}$ is $\mathfrak pA_{\mathfrak p}/IA_{\mathfrak p}$.  Quotienting by it gives $A_{\mathfrak p}/\mathfrak pA_{\mathfrak p}=\kappa_A(\mathfrak p)$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercise_solutions.tex	68	The quotient is $\ZZ[x]/(2,x-1)\cong\FF_2$, so the residue field is $\FF_2$.  In the local ring, a polynomial/integer expression is a unit exactly when its image mod $(2,x-1)$ is nonzero, equivalently when it does not lie in the maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercises.tex	6	Describe explicitly the units of $k[t]_{(t-a)}$ and identify its maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercises.tex	30	Compute $\ZZ_{(p)}$, its units, maximal ideal, and residue field.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercises.tex	33	\begin{exercise}[VI.11.E09 --- Finite-field closed point]
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/exercises.tex	54	Show $k[\varepsilon]/(\varepsilon^2)$ is local; compute its maximal ideal, units, and residue field.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/figures/vi11_local_spectrum.tex	9	\node[right=2.2cm of q2,align=left] {$\Spec A_{\mathfrak p}$ consists of\\all primes $\mathfrak q\subseteq\mathfrak p$;\\$\mathfrak pA_{\mathfrak p}$ is the unique closed point.};
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p01.tex	4	\item $R$ has a unique maximal ideal;
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p01.tex	14	Every nonunit belongs to some maximal ideal.  Distinct maximal ideals are comaximal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p01.tex	20	If $R$ has unique maximal ideal $\mathfrak m$, every nonunit lies in a maximal ideal and hence in $\mathfrak m$; conversely elements of $\mathfrak m$ cannot be units.  Thus nonunits equal $\mathfrak m$ and form an ideal.  If nonunits form an ideal $N$, then every maximal ideal is contained in $N$ and maximality forces uniqueness.  Finally, locality implies $a$ and $1-a$ cannot both lie in $\mathfrak m$.  Conversely, if the unit alternative holds and $\mathfrak m\ne\mathfrak n$ are maximal, choose $a\in\mathfrak m$, $b\in\mathfrak n$ with $a+b=1$.  Then $a$ and $1-a=b$ are both nonunits, contradiction.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p01.tex	24	The unique maximal ideal is not an extra decoration: it is exactly the set of nonunits.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p02.tex	2	Let $A$ be a ring and $\mathfrak p\in\Spec A$.  Prove that $A_{\mathfrak p}$ is local, determine its unique maximal ideal, and characterize all of its units.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p02.tex	15	If $a\notin\mathfrak p$, then $s/a$ is an inverse of $a/s$.  If $a\in\mathfrak p$ and $a/s$ had inverse $b/t$, equality to $1$ would imply after clearing denominators that an element outside $\mathfrak p$ belongs to $(a)\subseteq\mathfrak p$, impossible.  Hence the nonunits are precisely the fractions with numerator in $\mathfrak p$, namely $\mathfrak pA_{\mathfrak p}$.  Since the nonunits form a proper ideal, the local-ring criterion gives uniqueness of the maximal ideal.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p02.tex	19	Localization converts a prime ideal into the unique closed point of a local spectrum.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p02.tex	22	Repeat for localization at a maximal ideal and compare with the quotient $A/\mathfrak m$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p03.tex	23	A local spectrum is organized around one closed point and all ways of moving generically away from it.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p06.tex	2	Fix a prime number $p$.  Describe $\ZZ_{(p)}$ explicitly, determine its units and unique maximal ideal, compute its residue field, and determine its prime spectrum.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p06.tex	19	A fraction is a unit iff $p\nmid a$, so the unique maximal ideal is $p\ZZ_{(p)}$.  The quotient is $\FF_p$.  The prime-localization correspondence shows
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p07.tex	1	\begin{problem}[Closed points over a finite field]
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p07.tex	15	The local ring is $\FF_q[t]_{(f)}$, with maximal ideal generated by $f$.  Since $(f)$ is maximal,
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p08.tex	25	Its maximal ideal is $\mathfrak pA_{\mathfrak p}/IA_{\mathfrak p}$, so the residue field is
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p08.tex	39	Apply this to a plane curve at a closed point.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p10.tex	22	For $a\notin\mathfrak p$, $\varphi(a)\notin\mathfrak q$, so $\varphi(a)$ is a unit in $B_{\mathfrak q}$.  The universal property gives $A_{\mathfrak p}\to B_{\mathfrak q}$.  A fraction $a/s$ maps into $\mathfrak qB_{\mathfrak q}$ iff $\varphi(a)\in\mathfrak q$, iff $a\in\mathfrak p$, so the inverse image of the maximal ideal is $\mathfrak pA_{\mathfrak p}$.  Therefore the map is local and descends to a field homomorphism of residues.  It is injective because it is unital.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p11.tex	2	Let $R=k[\varepsilon]/(\varepsilon^n)$ with $n\ge2$.  Prove $R$ is local, compute its units, maximal ideal, residue field, and prime spectrum.  Show how the powers of the maximal ideal distinguish different $n$.
books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/problems/p14.tex	2	Let $A=k[t^2,t^3]$ with maximal ideal $\mathfrak m=(t^2,t^3)$.  Compare the local ring $A_{\mathfrak m}$ with $k[t]_{(t)}$.  Show they have the same residue field $k$, but $t\notin A_{\mathfrak m}$.
