canonical_dossier_id	volume	chapter_code	entry_kind	label	title	provenance_origin	provenance_ledger	provenance_source_file	provenance_source_block_id	mapped_source_rules	source_rule_dispositions
prob:iv08-dossier-06	IV	IV/08	problem	prob:iv08-dossier-06	Geometric expansions diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-series.tex	T03.SECTION	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv08-dossier-07	IV	IV/08	problem	prob:iv08-dossier-07	Uniqueness diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T04.EXERCISE_CHILDREN	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv08-dossier-08	IV	IV/08	problem	prob:iv08-dossier-08	Residue preview diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T04.THEORY_CHILDREN	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv08-dossier-09	IV	IV/08	problem	prob:iv08-dossier-09	Laurent theorem proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all.tex	T02.EXERCISE_CHILDREN	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv08-dossier-10	IV	IV/08	problem	prob:iv08-dossier-10	Laurent coefficient formula proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all.tex	T02.THEORY_CHILDREN	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv08-dossier-11	IV	IV/08	problem	prob:iv08-dossier-11	Uniqueness proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all2.tex	T02.EXERCISE_CHILDREN	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv08-dossier-12	IV	IV/08	problem	prob:iv08-dossier-12	Chapter synthesis	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all2.tex	T02.THEORY_CHILDREN	18	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:18
prob:iv09-dossier-01	IV	IV/09	problem	prob:iv09-dossier-01	Removable singularities diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T05.SECTION	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-02	IV	IV/09	problem	prob:iv09-dossier-02	Poles diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-series.tex	T04.SECTION	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-03	IV	IV/09	problem	prob:iv09-dossier-03	Essential singularities diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T05.EXERCISE_CHILDREN	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-04	IV	IV/09	problem	prob:iv09-dossier-04	Classification theorem diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T05.THEORY_CHILDREN	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-05	IV	IV/09	problem	prob:iv09-dossier-05	Riemann removable theorem diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-series.tex	T04.EXERCISE_CHILDREN	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-06	IV	IV/09	problem	prob:iv09-dossier-06	Casorati--Weierstrass diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-series.tex	T04.THEORY_CHILDREN	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-07	IV	IV/09	problem	prob:iv09-dossier-07	Behavior of reciprocals diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-08	IV	IV/09	problem	prob:iv09-dossier-08	Singularity at infinity diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-09	IV	IV/09	problem	prob:iv09-dossier-09	Classification by Laurent series proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-10	IV	IV/09	problem	prob:iv09-dossier-10	Riemann removable singularity theorem proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-11	IV	IV/09	problem	prob:iv09-dossier-11	Pole-zero reciprocity proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv09-dossier-12	IV	IV/09	problem	prob:iv09-dossier-12	Chapter synthesis	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv10-dossier-01	IV	IV/10	problem	prob:iv10-dossier-01	Residue definition diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-analysis-FD.tex	T09.SECTION	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-02	IV	IV/10	problem	prob:iv10-dossier-02	Simple poles diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T06.SECTION	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-03	IV	IV/10	problem	prob:iv10-dossier-03	Higher-order poles diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T02.SECTION	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-04	IV	IV/10	problem	prob:iv10-dossier-04	Residue theorem diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-disitrbutions.tex	T03.SECTION	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-05	IV	IV/10	problem	prob:iv10-dossier-05	Local-to-global principle diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-analysis-FD.tex	T09.EXERCISE_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-06	IV	IV/10	problem	prob:iv10-dossier-06	Residue at infinity diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-analysis-FD.tex	T09.THEORY_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-07	IV	IV/10	problem	prob:iv10-dossier-07	Logarithmic derivative diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T06.EXERCISE_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-08	IV	IV/10	problem	prob:iv10-dossier-08	Residue theorem proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T06.THEORY_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-09	IV	IV/10	problem	prob:iv10-dossier-09	Simple-pole formula proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T02.EXERCISE_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-10	IV	IV/10	problem	prob:iv10-dossier-10	Higher-pole residue formula proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T02.THEORY_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-11	IV	IV/10	problem	prob:iv10-dossier-11	Global residue balance proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-disitrbutions.tex	T03.EXERCISE_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv10-dossier-12	IV	IV/10	problem	prob:iv10-dossier-12	Chapter synthesis	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-disitrbutions.tex	T03.THEORY_CHILDREN	12	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:12
prob:iv11-dossier-01	IV	IV/11	problem	prob:iv11-dossier-01	Contour selection diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T07.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-02	IV	IV/11	problem	prob:iv11-dossier-02	Even rational integrals diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T07.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-03	IV	IV/11	problem	prob:iv11-dossier-03	Decay on large arcs diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-2.tex	T07.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-04	IV	IV/11	problem	prob:iv11-dossier-04	Jordan-type estimates diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-05	IV	IV/11	problem	prob:iv11-dossier-05	Principal values diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-06	IV	IV/11	problem	prob:iv11-dossier-06	Trigonometric integrals diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-07	IV	IV/11	problem	prob:iv11-dossier-07	Parameter differentiation diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-08	IV	IV/11	problem	prob:iv11-dossier-08	Branch-aware previews diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-09	IV	IV/11	problem	prob:iv11-dossier-09	Upper-half-plane residue method proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-10	IV	IV/11	problem	prob:iv11-dossier-10	Unit-circle substitution proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-11	IV	IV/11	problem	prob:iv11-dossier-11	Principal-value indentation rule proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv11-dossier-12	IV	IV/11	problem	prob:iv11-dossier-12	Chapter synthesis	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV07_IV11_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv12-dossier-01	IV	IV/12	problem	prob:iv12-dossier-01	Index of a closed curve diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all.tex	T03.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-02	IV	IV/12	problem	prob:iv12-dossier-02	Homotopy invariance diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all2.tex	T03.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-03	IV	IV/12	problem	prob:iv12-dossier-03	Local constancy diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps.tex	T03.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-04	IV	IV/12	problem	prob:iv12-dossier-04	Logarithmic derivative diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all.tex	T03.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-05	IV	IV/12	problem	prob:iv12-dossier-05	Argument principle diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T03.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-06	IV	IV/12	problem	prob:iv12-dossier-06	Change of argument diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next2.tex	T01.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-07	IV	IV/12	problem	prob:iv12-dossier-07	Counting polynomial roots diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-topology.tex	T03.SECTION	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-08	IV	IV/12	problem	prob:iv12-dossier-08	Integer-valued index proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all.tex	T03.EXERCISE_CHILDREN	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-09	IV	IV/12	problem	prob:iv12-dossier-09	Argument principle proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all.tex	T03.THEORY_CHILDREN	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-10	IV	IV/12	problem	prob:iv12-dossier-10	Homotopy invariance of index proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all2.tex	T03.EXERCISE_CHILDREN	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-11	IV	IV/12	problem	prob:iv12-dossier-11	Local constancy of index proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps-all2.tex	T03.THEORY_CHILDREN	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv12-dossier-12	IV	IV/12	problem	prob:iv12-dossier-12	Chapter synthesis	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-all-maps.tex	T03.EXERCISE_CHILDREN	22	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:22
prob:iv13-dossier-01	IV	IV/13	problem	prob:iv13-dossier-01	Boundary domination diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T04.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-02	IV	IV/13	problem	prob:iv13-dossier-02	Homotopy viewpoint diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T04.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-03	IV	IV/13	problem	prob:iv13-dossier-03	Zero counting diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next.tex	T04.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-04	IV	IV/13	problem	prob:iv13-dossier-04	Polynomial applications diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-05	IV	IV/13	problem	prob:iv13-dossier-05	Perturbation stability diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-06	IV	IV/13	problem	prob:iv13-dossier-06	Localization diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-07	IV	IV/13	problem	prob:iv13-dossier-07	Comparison choices diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-08	IV	IV/13	problem	prob:iv13-dossier-08	Multiplicity diagnostic	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-09	IV	IV/13	problem	prob:iv13-dossier-09	Rouché theorem proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-10	IV	IV/13	problem	prob:iv13-dossier-10	Polynomial root localization proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-11	IV	IV/13	problem	prob:iv13-dossier-11	Perturbative persistence proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv13-dossier-12	IV	IV/13	problem	prob:iv13-dossier-12	Chapter synthesis	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:iv14-dossier-01	IV	IV/14	problem	prob:iv14-dossier-01	Multivalued logarithm diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-algebraic-geometry-18.tex	T01.SECTION	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-02	IV	IV/14	problem	prob:iv14-dossier-02	Branches diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next2.tex	T02.SECTION	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-03	IV	IV/14	problem	prob:iv14-dossier-03	Argument functions diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-disitrbutions.tex	T04.SECTION	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-04	IV	IV/14	problem	prob:iv14-dossier-04	Slit domains diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-algebraic-geometry-18.tex	T01.EXERCISE_CHILDREN	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-05	IV	IV/14	problem	prob:iv14-dossier-05	Nth roots diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-algebraic-geometry-18.tex	T01.THEORY_CHILDREN	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-06	IV	IV/14	problem	prob:iv14-dossier-06	Powers diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next2.tex	T02.EXERCISE_CHILDREN	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-07	IV	IV/14	problem	prob:iv14-dossier-07	Monodromy diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next2.tex	T02.THEORY_CHILDREN	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-08	IV	IV/14	problem	prob:iv14-dossier-08	Integral criterion diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-disitrbutions.tex	T04.EXERCISE_CHILDREN	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-09	IV	IV/14	problem	prob:iv14-dossier-09	Logarithm branch criterion proof dossier	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-disitrbutions.tex	T04.THEORY_CHILDREN	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-10	IV	IV/14	problem	prob:iv14-dossier-10	Simply connected logarithm theorem proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-11	IV	IV/14	problem	prob:iv14-dossier-11	Root from logarithm proof dossier	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv14-dossier-12	IV	IV/14	problem	prob:iv14-dossier-12	Chapter synthesis	FRESH_CANONICAL	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	-	-	10	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:10
prob:iv15-dossier-01	IV	IV/15	problem	prob:iv15-dossier-01	Germs diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-algebraic-geometry-18.tex	T02.SECTION	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
prob:iv15-dossier-02	IV	IV/15	problem	prob:iv15-dossier-02	Direct continuation diagnostic	CORPUS_GUIDED	books/vol04_complex_analysis/reconstruction/VOLUME04_IV12_IV18_DOSSIER_PROVENANCE.tsv	theory-of-complex-analysis-next2.tex	T03.SECTION	6	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:6
