volume	chapter_code	chapter_title	status	legacy_source_status	mapped_rule_count	canonical_path	next_action
VI	VI/07	The Spectrum of a Ring	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex	COMPLETE
VI	VI/08	Basic Open Sets D(f)	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol06_algebraic_geometry/chapters/ch08_basic_open_sets/chapter.tex	COMPLETE
VI	VI/09	Generic and Closed Points	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	COMPLETE
VI	VI/10	Reduced and Nonreduced Geometry	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	COMPLETE
VI	VI/11	Local Rings and Residue Fields	FROZEN	LEGACY_SOURCE_IDENTIFIED	10	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	COMPLETE
VI	VI/12	Presheaves	FROZEN	LEGACY_SOURCE_IDENTIFIED	11	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	COMPLETE
VI	VI/13	Sheaves and Stalks	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	COMPLETE
VI	VI/14	Sheafification	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	COMPLETE
VI	VI/15	Kernels, Images and Quotients of Sheaves	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	COMPLETE
VI	VI/16	Exact Sequences of Sheaves	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	COMPLETE
VI	VI/17	The Structure Sheaf	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	COMPLETE
VI	VI/18	Affine Schemes	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	COMPLETE
VI	VI/19	Morphisms of Affine Schemes	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	COMPLETE
VI	VI/20	Gluing Affine Schemes	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	COMPLETE
VI	VI/21	Schemes and Their Points	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	COMPLETE
VI	VI/22	Open and Closed Subschemes	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	COMPLETE
VI	VI/23	Fiber Products	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	COMPLETE
VI	VI/24	Base Change	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	COMPLETE
VI	VI/25	Fibers and Geometric Fibers	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	COMPLETE
VI	VI/26	Finite-Type and Noetherian Morphisms	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	COMPLETE
VI	VI/27	Integral Schemes and Function Fields	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	COMPLETE
VI	VI/28	Normalization	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	COMPLETE
VI	VI/29	Krull Dimension	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	COMPLETE
VI	VI/30	Dimension of Schemes	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	COMPLETE
VI	VI/31	Codimension	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	COMPLETE
VI	VI/32	Tangent Spaces and Local Geometry	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	COMPLETE
VI	VI/33	Graded Rings	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	COMPLETE
VI	VI/34	Proj	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	COMPLETE
VI	VI/35	Projective Space	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	COMPLETE
VI	VI/36	Projective Schemes	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	COMPLETE
VI	VI/37	Projective Morphisms and Closed Embeddings	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	COMPLETE
VI	VI/38	Coherent and Quasi-Coherent Sheaves	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	COMPLETE
VI	VI/39	Weil Divisors	FROZEN	LEGACY_SOURCE_IDENTIFIED	8	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	COMPLETE
VI	VI/40	Cartier Divisors	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	COMPLETE
VI	VI/41	Divisor Class Groups	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	COMPLETE
VI	VI/42	Line Bundles and Picard Groups	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	COMPLETE
VI	VI/43	Plane Cubics	FROZEN	LEGACY_SOURCE_IDENTIFIED	10	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	COMPLETE
VI	VI/44	Cremona Transformations	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	COMPLETE
VI	VI/45	Blow-Ups	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	COMPLETE
VI	VI/46	Flabby Sheaves	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	COMPLETE
VI	VI/47	Čech Cohomology	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	COMPLETE
VI	VI/48	Exact Sequences and Cohomology	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	COMPLETE
VI	VI/49	Basic Vanishing Results	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	COMPLETE
VII	VII/01	Topological Manifolds	FROZEN	LEGACY_SOURCE_IDENTIFIED	15	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex	COMPLETE
VII	VII/02	Smooth Structures and Atlases	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex	COMPLETE
VII	VII/03	Smooth Maps and Diffeomorphisms	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex	COMPLETE
VII	VII/04	Tangent Spaces	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex	COMPLETE
VII	VII/05	Cotangent Spaces	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex	COMPLETE
VII	VII/06	Submanifolds and Products	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex	COMPLETE
VII	VII/07	Vector Bundles	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex	COMPLETE
VII	VII/08	Principal and Frame Bundles	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex	COMPLETE
VII	VII/09	Differential Forms	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex	COMPLETE
VII	VII/10	Orientation and Integration	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex	COMPLETE
VII	VII/11	Stokes' Theorem	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex	COMPLETE
VII	VII/12	Regular Curves	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex	COMPLETE
VII	VII/13	Frenet Frames, Curvature and Torsion	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch13_frenet_frames_curvature_and_torsion/chapter.tex	COMPLETE
VII	VII/14	Regular Surfaces	FROZEN	LEGACY_SOURCE_IDENTIFIED	8	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex	COMPLETE
VII	VII/15	First and Second Fundamental Forms	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex	COMPLETE
VII	VII/16	The Gauss Map and Shape Operator	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex	COMPLETE
VII	VII/17	Principal, Gaussian and Mean Curvature	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex	COMPLETE
VII	VII/18	Ruled and Developable Surfaces	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex	COMPLETE
VII	VII/19	Minimal Surfaces	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex	COMPLETE
VII	VII/20	Riemannian Metrics	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex	COMPLETE
VII	VII/21	Connections	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex	COMPLETE
VII	VII/22	The Levi–Civita Connection	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex	COMPLETE
VII	VII/23	Geodesics	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex	COMPLETE
VII	VII/24	Parallel Transport	FROZEN	LEGACY_SOURCE_IDENTIFIED	13	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex	COMPLETE
VII	VII/25	Holonomy	FROZEN	LEGACY_SOURCE_IDENTIFIED	9	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex	COMPLETE
VII	VII/26	The Riemann Curvature Tensor	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex	COMPLETE
VII	VII/27	Ricci and Scalar Curvature	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex	COMPLETE
VII	VII/28	Weyl Curvature	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex	COMPLETE
VII	VII/29	Indefinite Metrics	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex	COMPLETE
VII	VII/30	Riemannian versus Lorentzian Geometry	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex	COMPLETE
VII	VII/31	Hyperbolic Plane Models	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex	COMPLETE
VII	VII/32	The Poincaré Metric	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex	COMPLETE
VII	VII/33	Möbius Transformations and PSL(2,R)	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex	COMPLETE
VII	VII/34	Hyperbolic Isometries	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex	COMPLETE
VII	VII/35	Fuchsian Groups	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex	COMPLETE
VII	VII/36	Hyperbolic Three-Space and PSL(2,C)	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex	COMPLETE
VII	VII/37	Kleinian Groups and Boundary Geometry	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex	COMPLETE
VII	VII/38	Discrete Geodesic Problems	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	COMPLETE
VII	VII/39	Graph and Exact Mesh Geodesics	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	COMPLETE
VII	VII/40	The Heat Method	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	COMPLETE
VII	VII/41	Discrete Laplacians	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex	COMPLETE
VII	VII/42	Curvature Lines, Ridges and Valleys	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/chapter.tex	COMPLETE
VIII	VIII/01	Homotopies of Maps	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	COMPLETE
VIII	VIII/02	Homotopy Equivalence and Contractibility	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	COMPLETE
VIII	VIII/03	Degree of Maps	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	COMPLETE
VIII	VIII/04	Spheres and Antipodal Maps	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	COMPLETE
VIII	VIII/05	Cell Attachments	FROZEN	LEGACY_SOURCE_IDENTIFIED	8	books/vol08_algebraic_topology/chapters/ch05_cell_attachments/chapter.tex	COMPLETE
VIII	VIII/06	CW Complexes	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex	COMPLETE
VIII	VIII/07	Mapping Cones	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol08_algebraic_topology/chapters/ch07_mapping_cones/chapter.tex	COMPLETE
VIII	VIII/08	Homotopic Attaching Maps	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex	COMPLETE
VIII	VIII/09	Paths and Fundamental Groups	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex	COMPLETE
VIII	VIII/10	Covering Spaces	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex	COMPLETE
VIII	VIII/11	Lifting Properties	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex	COMPLETE
VIII	VIII/12	Deck Transformations and Group Actions	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol08_algebraic_topology/chapters/ch12_deck_transformations_and_group_actions/chapter.tex	COMPLETE
VIII	VIII/13	SU(2) to SO(3)	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex	COMPLETE
VIII	VIII/14	Free Groups and Covering Graphs	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch14_free_groups_and_covering_graphs/chapter.tex	COMPLETE
VIII	VIII/15	Simplicial Complexes	FROZEN	LEGACY_SOURCE_IDENTIFIED	8	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex	COMPLETE
VIII	VIII/16	Chain Complexes	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol08_algebraic_topology/chapters/ch16_chain_complexes/chapter.tex	COMPLETE
VIII	VIII/17	Simplicial and Singular Homology	FROZEN	LEGACY_SOURCE_IDENTIFIED	10	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex	COMPLETE
VIII	VIII/18	Cellular Homology	FROZEN	LEGACY_SOURCE_IDENTIFIED	5	books/vol08_algebraic_topology/chapters/ch18_cellular_homology/chapter.tex	COMPLETE
VIII	VIII/19	Relative Homology and Exact Sequences	FROZEN	LEGACY_SOURCE_IDENTIFIED	8	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex	COMPLETE
VIII	VIII/20	Homotopy Invariance	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex	COMPLETE
VIII	VIII/21	Euler Characteristic	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex	COMPLETE
VIII	VIII/22	Chain Homotopies	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol08_algebraic_topology/chapters/ch22_chain_homotopies/chapter.tex	COMPLETE
VIII	VIII/23	Chain Contractions	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol08_algebraic_topology/chapters/ch23_chain_contractions/chapter.tex	COMPLETE
VIII	VIII/24	Mapping Cones of Chain Maps	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex	COMPLETE
VIII	VIII/25	Homology with Coefficients	FROZEN	LEGACY_SOURCE_IDENTIFIED	8	books/vol08_algebraic_topology/chapters/ch25_homology_with_coefficients/chapter.tex	COMPLETE
VIII	VIII/26	The Universal Coefficient Theorem	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol08_algebraic_topology/chapters/ch26_the_universal_coefficient_theorem/chapter.tex	COMPLETE
VIII	VIII/27	Products and the Künneth Theorem	FROZEN	LEGACY_SOURCE_IDENTIFIED	6	books/vol08_algebraic_topology/chapters/ch27_products_and_the_k_nneth_theorem/chapter.tex	COMPLETE
VIII	VIII/28	Cohomology	FROZEN	LEGACY_SOURCE_IDENTIFIED	1	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex	COMPLETE
VIII	VIII/29	Cup Products	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex	COMPLETE
VIII	VIII/30	Vector Bundles and Clutching	FROZEN	LEGACY_SOURCE_IDENTIFIED	10	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex	COMPLETE
VIII	VIII/31	Thom Classes	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex	COMPLETE
VIII	VIII/32	Sphere Bundles and Euler Classes	FROZEN	LEGACY_SOURCE_IDENTIFIED	4	books/vol08_algebraic_topology/chapters/ch32_sphere_bundles_and_euler_classes/chapter.tex	COMPLETE
VIII	VIII/33	Poincaré Duality	FROZEN	LEGACY_SOURCE_IDENTIFIED	7	books/vol08_algebraic_topology/chapters/ch33_poincar_duality/chapter.tex	COMPLETE
VIII	VIII/34	Intersection Forms	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch34_intersection_forms/chapter.tex	COMPLETE
VIII	VIII/35	Lefschetz Theory	FROZEN	LEGACY_SOURCE_IDENTIFIED	3	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex	COMPLETE
