path	proposed_action	final_action	artifact_class	reason
imports/problem_inventory/PROBLEM_LEDGER_POST_REPAIR_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_FINAL_LONG_CHILD_RECONCILIATION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_FINAL_STRUCTURAL_CLOSURE.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_FINAL_TWO_REPAIR.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_HIGH_CONF_LONG_CHILD_CLOSURE.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_MERGED_SOFT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_P2_P3_EDITORIAL_RESOLUTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_PARTIAL_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_POST_REPAIR_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_REVIEW_SPLIT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_PRE_SAFE_STRUCTURAL_SPLIT.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_RECONCILIATION_V2_BASELINE.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_REVIEW_PROMOTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_SAFE_SPLIT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_LEDGER_STRUCTURAL_BASELINE.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_FINAL_TWO_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_MERGED_SOFT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_P1_CARRYFORWARD_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_P2_P3_RESOLUTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PARTIAL_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_POST_REPAIR_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_FINAL_TWO_REPAIR.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_MERGED_SOFT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_P1_CARRYFORWARD.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_P2_P3_EDITORIAL_RESOLUTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_PARTIAL_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_POST_REPAIR_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_REVIEW_SPLIT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_PRE_SAFE_STRUCTURAL_SPLIT.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_RECONCILIATION_V2_BASELINE.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_REVIEW_PROMOTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_SAFE_SPLIT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/PROBLEM_SOLUTION_LINKS_STRUCTURAL_BASELINE.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/RECONCILIATION_REFINEMENT_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REMAINING_ORPHANS_FINAL_TWO_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_MERGED_SOFT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_P1_CARRYFORWARD_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_P2_P3_RESOLUTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PARTIAL_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_POST_REPAIR_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_FINAL_TWO_REPAIR.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_MERGED_SOFT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_P1_CARRYFORWARD.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_P2_P3_EDITORIAL_RESOLUTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_PARTIAL_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_POST_REPAIR_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_REVIEW_SPLIT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_PRE_SAFE_STRUCTURAL_SPLIT.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_REVIEW_PROMOTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REMAINING_ORPHANS_SAFE_SPLIT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_DEEP_AUDIT.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REVIEW_SPLIT_DEEP_AUDIT_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_DEEP_AUDIT_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REVIEW_SPLIT_EDITORIAL_DECISIONS.tsv	KEEP_STAGE	KEEP_STAGE	canonical_decision_record	Explicit decision/override/exception/disposition record; preserve non-reconstructible editorial judgement.
imports/problem_inventory/REVIEW_SPLIT_EDITORIAL_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_EDITORIAL_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REVIEW_SPLIT_FAMILY_MEMBERS.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REVIEW_SPLIT_MERGED_RESEGMENTATION_CANDIDATES.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_MERGED_RESEGMENTATION_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_MERGED_RESEGMENTATION_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_MERGED_RESEGMENTATION_SUMMARY.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_PROMOTION_LINK_REVIEW.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_PROMOTION_PLAN.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_PROMOTION_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_PROMOTION_SUPERSEDED_PREVIEW.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_PROMOTION_SUPERSEDED_ROWS.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_SOFT_BOUNDARIES.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REVIEW_SPLIT_SOFT_RECOVERY_CANDIDATES.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_SOFT_RECOVERY_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_SOFT_RECOVERY_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_SOFT_RECOVERY_SUMMARY.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_UNIQUE_FAMILIES.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/REVIEW_SPLIT_UNIQUE_FAMILIES_PACKET.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/REVIEW_SPLIT_UNIQUE_FAMILIES_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/SAFE_STRUCTURAL_SPLIT_PLAN.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SAFE_STRUCTURAL_SPLIT_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_FINAL_TWO_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_MERGED_SOFT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_P2_P3_RESOLUTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PARTIAL_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_POST_REPAIR_STRICT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_FINAL_TWO_REPAIR.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_MERGED_SOFT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_P2_P3_EDITORIAL_RESOLUTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_PARTIAL_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_POST_REPAIR_STRICT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_REVIEW_SPLIT_PROMOTION.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_PRE_SAFE_STRUCTURAL_SPLIT.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_REVIEW_PROMOTION_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SEMANTIC_PROBLEM_UNITS_SAFE_SPLIT_SHADOW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/SOLUTION_SEMANTIC_UNITS.tsv	REVIEW	KEEP_STAGE	canonical_record	Durable reconciliation provenance: disposition/applied repair/current status/semantic state/final certification.
imports/problem_inventory/STRONG_ORPHAN_RESOLUTION_AUDIT.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRONG_ORPHAN_RESOLUTION_PLAN.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRONG_ORPHAN_RESOLUTION_PLAN.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRONG_ORPHAN_RESOLUTION_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_HASH_COMPATIBILITY.tsv	REVIEW	REMOVE_IGNORE	derived_audit	Reproducible derived audit/status output; canonical decisions and summaries retained.
imports/problem_inventory/STRUCTURAL_INTEGRITY_AUDIT.tsv	REVIEW	REMOVE_IGNORE	derived_audit	Reproducible derived audit/status output; canonical decisions and summaries retained.
imports/problem_inventory/STRUCTURAL_INTEGRITY_SUMMARY.md	REVIEW	KEEP_STAGE	canonical_record	Durable reconciliation provenance: disposition/applied repair/current status/semantic state/final certification.
imports/problem_inventory/STRUCTURAL_REBUILD_CANDIDATES.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_REBUILD_CANDIDATES_V2.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_REBUILD_CANDIDATES_V3.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_REBUILD_CURRENT_UNMATCHED.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_KNOWN_RECOVERIES.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_KNOWN_RECOVERIES_V2.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_KNOWN_RECOVERIES_V3.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_PREVIEW_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_REBUILD_PREVIEW_V2_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_REBUILD_PREVIEW_V3_SUMMARY.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_REBUILD_RISK_REPORT.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_SOURCE_SUMMARY.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_SOURCE_SUMMARY_V2.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REBUILD_SOURCE_SUMMARY_V3.tsv	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
imports/problem_inventory/STRUCTURAL_REPAIR_QUEUE.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_RESCAN_QUEUE.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_RISK_DISPOSITIONS.tsv	REVIEW	KEEP_STAGE	canonical_record	Durable reconciliation provenance: disposition/applied repair/current status/semantic state/final certification.
imports/problem_inventory/STRUCTURAL_STATUS_ACTIONABLE_RISKS.tsv	REVIEW	REMOVE_IGNORE	derived_audit	Reproducible derived audit/status output; canonical decisions and summaries retained.
imports/problem_inventory/STRUCTURAL_STATUS_CLOSED_BY_DISPOSITION.tsv	REVIEW	REMOVE_IGNORE	derived_audit	Reproducible derived audit/status output; canonical decisions and summaries retained.
imports/problem_inventory/STRUCTURAL_STATUS_DANGLING_LINKS.tsv	REVIEW	REMOVE_IGNORE	derived_audit	Reproducible derived audit/status output; canonical decisions and summaries retained.
