source_file	source_path	source_block_id	source_instance	kind	title	destination	source_paired_solution	section_title	source_hash
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:009	visual	Cohomological mechanism behind B\'ezout's theorem in \(\mathbb{CP	VIII/29	YES	Figures and Tables for Problems 6--8	ece716d8bf7fb84ff845b0d6377a8e60d8106eac33ec9a70692a6a1d7ed05830
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:010	visual	Geometric setup for the sphere bundle \(S(T\mathbb{CP	VIII/29	YES	Figures and Tables for Problems 6--8	37d7e37787ba34e6552d2fa73dc14b153d9bdadec2c8417b94c9fb79e34c8c52
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:011	visual	How the Gysin sequence produces the torsion term in \(H_*(S(T\mathbb{CP	VIII/29	YES	Figures and Tables for Problems 6--8	3adc31b7f422390fc54b01ee697ca1fced9205dd0efd5b4c05dcf95c9878e3aa
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:012	visual	"Conceptual summary of Problems 6--8.\\
		\textit{\'Zr\'od\l o: opracowanie w\l asne."	VIII/29	YES	Figures and Tables for Problems 6--8	5310e888f0867ea2f8ad15137067538a0dd3dc475bac0c0ef0c2815d0a518394
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:013	visual	Diagrams and Charts for Problems 3--5	VIII/29	YES	Diagrams and Charts for Problems 3--5	ad050f876b6da89f5178b608efd971bf4b621901c9d73f35a90e5af8c66441f3
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:014	visual	Diagrams and Charts for Problems 3--5	VIII/29	YES	Diagrams and Charts for Problems 3--5	2f871b688fc1897f543a232244ef524ab66d4039e8b429651701a7046c057872
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:015	visual	Diagrams and Charts for Problems 3--5	VIII/29	YES	Diagrams and Charts for Problems 3--5	25c69b1f8a01e6a01bc4efeca0709cdb35b288b31e9df85dfcc3ac5aed23edeb
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:016	visual	Diagrams and Charts for Problems 3--5	VIII/29	YES	Diagrams and Charts for Problems 3--5	9cc94714b87a692eb89163c07d3739df9cbc754bf386225e69d9fca044d7e7a7
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:017	visual	Diagrams and Charts for Problems 3--5	VIII/29	YES	Diagrams and Charts for Problems 3--5	bff6f25ab702c710606a8093b0ec31f90f78c4218aed502b6868d439dc6d5cec
theory-of-algebraic-topology-15.tex	chapters/tex/theory-of-algebraic-topology-15.tex	OVR.VIII_29.SECTION	theory-of-algebraic-topology-15.tex:visual:018	visual	Diagrams and Charts for Problems 3--5	VIII/29	YES	Diagrams and Charts for Problems 3--5	9fe8a52b739800e5ee638fadc7820ed25771ea4d868d5704e862f0afdbd89a4f
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:definition:001	definition	Manifold	VIII/32	NO	Basic definitions	322ab20e431aae3c768204cd03cd0ac7f31fa706ea2c1490679e6671c51b7e67
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:002	example	the circle s 1 is a 1 dimensional manifold because near every point it	VIII/32	NO	Basic definitions	5b68428a08fca2e163a050d94b18934a5b544110576eeeaf0e843e8f9362ebc6
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:003	example	the sphere s 2 is a 2 dimensional manifold because near every point it	VIII/32	NO	Basic definitions	4ac43b6633d78f92fb593d97cc008bca88c679b1317eb9c905a1bddcb4811ff2
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:004	example	the 3 sphere s 3 is a 3 dimensional manifold although it is harder	VIII/32	NO	Basic definitions	9380aca6bac9ecf311804930af16d1963b596929ffdb85ddba318a7cbb989720
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:definition:005	definition	Closed manifold	VIII/32	NO	Basic definitions	360eb763b56953cfb109fe9a316649947cfcb2393a12c924520d7b5158ad7ab9
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:006	example	the circle s 1 is closed it is compact and has no boundary	VIII/32	NO	Basic definitions	e641fc38bdc625752057049919e9bdc4fb5e669c474027805d9f94971de5b99d
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:007	example	the interval 0 1 is compact but it is not closed as a manifold	VIII/32	NO	Basic definitions	cd9a26febab6b90558b690005610347a1377e0a5f39882318797c8f679ba3d0b
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:008	example	the sphere s 2 is closed the disk d 2 is not closed as	VIII/32	NO	Basic definitions	7904515271213cf781416598d3a5ddfa1d04eb874b9fefd227b49c3ce0072b63
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:definition:009	definition	Betti number	VIII/32	NO	Betti numbers	6dc2cecf0247dc26a4ee9ce16b5e7a6085b15ca86e903c8d43466746cca56f14
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:010	example	for the circle s 1 we have b 0 s 1 1 b 1	VIII/32	NO	Betti numbers	8ab96a68ca6ccaf16581053249fa3f6ab926aeb5e3e3d517a074b9553408a20e
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:example:011	example	for the sphere s 2 we have b 0 s 2 1 b 1	VIII/32	NO	Betti numbers	9fbc9cccefed7f07224a6ad0a6748bdc58ef1e7c5852af9bd832c511579de233
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:definition:012	definition	Euler characteristic	VIII/32	NO	Euler characteristic	5d450ec0766c7adf844ce88d0f6a1c5f68419855c64cc3343319d3d4e604b28f
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:theorem:013	theorem	Poincaré duality	VIII/32	NO	Step 1: Closed odd-dimensional manifolds	c605cfa216d2fa3846e98c8a00fc24be6d26e254f2d924373f160d86da0c46a8
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:definition:014	definition	Betti number	VIII/32	NO	Definition of Betti numbers	4e78765bddaee9ef4eab152bacd3a233ef61eea35f8e618ae76cf69c69232365
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-16.tex:definition:015	definition	Euler characteristic	VIII/32	NO	Definition of Euler characteristic	9187cea214c4ef13757a81e5939a625f7dae48fc29e1b9f20b3aa2ec16fc3268
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:001	visual	Problem 9 (rank-$3$ bundles over $S^4$): clutching construction and the obstruction to a nonvanishing section. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	1fec3ce46010961a1b71e7f62928ffd9069b23ae5e465e901d3f395bf265dada
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:002	visual	Why closed odd-dimensional manifolds have Euler characteristic zero. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	c3be1d6914fc4e58bafd694f2f543cc135d4c5ed9865f041496a091276d100af
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:003	visual	Why closed odd-dimensional manifolds have Euler characteristic zero. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	093c02829af417767ed3e034beb2a607ca73dfc484c0aa1fe656e0ba673a8609
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:004	visual	The double construction and the boundary formula for Euler characteristic. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	7e1749c9b79ba94d87a4e55b14a6368b69d2c3320e0a85b83495fd212c5d0377
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:005	visual	Fixed points as intersections of the graph of \(f\) with the diagonal. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	942851cd7bd62186c4428c030b83e4bbebcf43c10d59fbf358e499d3e4f38708
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:006	visual	From the diagonal class to the Lefschetz number. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	8eccf67db7e6b54422fdefbf9ac63545a499d4ca7da68b87e83218bb6da8afbb
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:007	visual	Logical structure of the Lefschetz fixed point criterion. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	71edd6fe0951b697260f4d58c799b3a8efadb8dd01767c8606a3f65e264bcc4f
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T02.SECTION	theory-of-algebraic-topology-16.tex:visual:008	visual	Conceptual summary of Problems 9--11. \emph{Source: own material.	VIII/30	YES	Figures and Tables for Problems 9--11	83cadec3a9f92172dab1e80c2d0436fc3e9e08c84960f2b9131ab17d74ebdcb0
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T01.SECTION	theory-of-algebraic-topology-16.tex:visual:009	visual	Diagram: general sphere bundle	VIII/32	YES	Diagram: general sphere bundle	e5feab70e0fff8acf639c0cd32ccf40ba8eaccdc03c16f7aacc792aa6549e6bd
theory-of-algebraic-topology-16.tex	chapters/tex/theory-of-algebraic-topology-16.tex	T01.SECTION	theory-of-algebraic-topology-16.tex:visual:010	visual	Diagram: disk bundle and sphere boundary	VIII/32	YES	Diagram: disk bundle and sphere boundary	ff4a254551aaa140391b98b851f6e67478a7f0a8e2a822dfbb5879361a0ec43a
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.THEORY_CHILDREN	theory-of-algebraic-topology-17.tex:lemma:001	lemma	Symplectic dimension parity	VIII/27	NO	Problem 5: parity of the middle Betti number in dimension $4n+2$	c992a406696132a87447b80901a7f6722ffa5034e534a0690c9a077f30e948b1
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T02.SECTION	theory-of-algebraic-topology-17.tex:visual:001	visual	Diagrams for Problem 8: Acyclic Free Chain Complexes	VIII/23	YES	Diagrams for Problem 8: Acyclic Free Chain Complexes	fa419f5cb93a0e1855cc436ee7dc85146c9cd80361e8d3cce4d5d272124d07d8
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T02.SECTION	theory-of-algebraic-topology-17.tex:visual:002	visual	Diagrams for Problem 8: Acyclic Free Chain Complexes	VIII/23	YES	Diagrams for Problem 8: Acyclic Free Chain Complexes	6691f5c563a879ff8ff597e8647556058953c53856bc02e59a22a86704694f1c
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T02.SECTION	theory-of-algebraic-topology-17.tex:visual:003	visual	Diagrams for Problem 8: Acyclic Free Chain Complexes	VIII/23	YES	Diagrams for Problem 8: Acyclic Free Chain Complexes	03dd0c105b5d821b63f87348c6e62f943a71d6ef5017ef5b527446517cbd3ebb
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.SECTION	theory-of-algebraic-topology-17.tex:visual:004	visual	Diagrams for Problem 9: Products of Polyhedra	VIII/27	YES	Diagrams for Problem 9: Products of Polyhedra	bc952123ecb3faf51c455c26d3839637308ff39535dba8021286a20ee26b9b75
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.SECTION	theory-of-algebraic-topology-17.tex:visual:005	visual	Diagrams for Problem 9: Products of Polyhedra	VIII/27	YES	Diagrams for Problem 9: Products of Polyhedra	6c15da678caf39efd8a1f647dbc5ca712cda1d4f0a00369086006528afe03e42
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.SECTION	theory-of-algebraic-topology-17.tex:visual:006	visual	Diagrams for Problem 9: Products of Polyhedra	VIII/27	YES	Diagrams for Problem 9: Products of Polyhedra	c73ec71e490a6bd158b87ba945baf862112b371e50f833233e505754797eb336
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.SECTION	theory-of-algebraic-topology-17.tex:visual:007	visual	Diagrams for Problem 9: Products of Polyhedra	VIII/27	YES	Diagrams for Problem 9: Products of Polyhedra	505951b9a902621ba08aed3148c13ac419448086631e674c12b46203029aecd9
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.SECTION	theory-of-algebraic-topology-17.tex:visual:008	visual	Diagrams for Problem 9: Products of Polyhedra	VIII/27	YES	Diagrams for Problem 9: Products of Polyhedra	67752d78335f32f05d8d98140ea229b3ca60283365e75491f3dfb0d03b23c5e5
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	T03.SECTION	theory-of-algebraic-topology-17.tex:visual:009	visual	Diagrams for Problem 9: Products of Polyhedra	VIII/27	YES	Diagrams for Problem 9: Products of Polyhedra	07e17189b1ca9b0c5cbfd9c13f93bf6452cd24554db08f25e5ad580d68ef32e7
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:010	visual	Diagram 1: Free face and elementary collapse	VIII/23	YES	Diagram 1: Free face and elementary collapse	3fecdd70c9d327d2cb1e680c11f9ebafc1964729a1bd2b1a9635188af0949af6
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:011	visual	Diagram 2: Interval collapses to a point	VIII/23	YES	Diagram 2: Interval collapses to a point	7c72d8242917dc302b408646847f3612d8479b4f6584571fa9e1f81af4c92f84
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:012	visual	Diagram 3: Filled triangle collapses to a point	VIII/23	YES	Diagram 3: Filled triangle collapses to a point	613fb2d3a321bd99bd7dc414be2148c70358d8f1178e135cbcc43fd2adbc7478
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:013	visual	Diagram 4: Square triangulated by a diagonal collapses to a point	VIII/23	YES	Diagram 4: Square triangulated by a diagonal collapses to a point	8ae329b018d556864c20604c62a9ae36f5ae42d0af94d03c0d49a3b66aa01f31
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:014	visual	Diagram 5: Tree collapses by deleting leaf edges	VIII/23	YES	Diagram 5: Tree collapses by deleting leaf edges	3264d9ba87beedf0e2c7c28392856f1b9a54afdcd3277aea84ad63c0035d2d62
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:015	visual	Diagram 6: Circle has no free vertex	VIII/23	YES	Diagram 6: Circle has no free vertex	46566dec6da59e006214b53776062462639b2e672ead4df016a2b03811e7592c
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:016	visual	Diagram 7: Annulus collapses to its central circle	VIII/23	YES	Diagram 7: Annulus collapses to its central circle	8e8ff3690434d424c717577469af891813b5b802db1b7f1936e8b1fef7581ebe
theory-of-algebraic-topology-17.tex	chapters/tex/theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-17.tex:visual:017	visual	Diagram 8: Filled tetrahedron versus boundary sphere	VIII/23	YES	Diagram 8: Filled tetrahedron versus boundary sphere	fc9b21849061cdce497d08748ee6cbdc714bef18819792f75dcac9e5dc562140
theory-of-algebraic-topology-2.tex	chapters/tex/theory-of-algebraic-topology-2.tex	T03.SECTION	theory-of-algebraic-topology-2.tex:visual:001	visual	"A schematic two-step description of the dunce cap. 
		First one identifies two edges of the triangle, obtaining a cone (hence a disk). 
		Then the remaining edge is glued according to the same orientation rule, which identifies the boundary circle with the existing edge class and yields the dunce cap."	VIII/07	YES	The dunce cap as a two-step gluing: triangle \(\to\) cone \(\to\) dunce cap	156b01ed71c6342bffb56590cffe553e39bd5a3a55a8e63e4576dc1b4874caf9
theory-of-algebraic-topology-2.tex	chapters/tex/theory-of-algebraic-topology-2.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-2.tex:visual:002	visual	\texorpdfstring{Why \(SO(3)\) is not \(S^3\), and how \(SU(2)\) fits in	VIII/05	YES	\texorpdfstring{Why \(SO(3)\) is not \(S^3\), and how \(SU(2)\) fits in	f39e0c7a1f2defde17baf7abc43247429ffea4004785a837516d01e56e630abe
theory-of-algebraic-topology-2.tex	chapters/tex/theory-of-algebraic-topology-2.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-2.tex:visual:003	visual	\texorpdfstring{Dimension of \(S^3\), \(SO(3)\), and the axis--angle description	VIII/05	YES	\texorpdfstring{Dimension of \(S^3\), \(SO(3)\), and the axis--angle description	7f88cbf1358b78c9b2cd0cb23de86a483876650e6079c591065bd890c229cadf
theory-of-algebraic-topology-2.tex	chapters/tex/theory-of-algebraic-topology-2.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-2.tex:visual:004	visual	\texorpdfstring{Dimension of \(S^3\), \(SO(3)\), and the axis--angle description	VIII/05	YES	\texorpdfstring{Dimension of \(S^3\), \(SO(3)\), and the axis--angle description	76216f29bd6d18cf8817481bb08f436d86a2a63a70aba9227050ecb230836518
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:001	visual	Diagram: the rose with two petals	VIII/10	YES	Diagram: the rose with two petals	0cb00b98c8f6427b1dc94e93401308c9b3012d8ef31a1948d599c4a755e2fb0a
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:002	visual	Diagram: a fragment of the Cayley graph of \texorpdfstring{$F_2$	VIII/10	YES	Diagram: a fragment of the Cayley graph of \texorpdfstring{$F_2$	50c8cc8da8de1420ed04e06696013a0afb95c44d21ef66aafedea268651acd46
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:003	visual	Example: the circle \texorpdfstring{$S^1$	VIII/10	YES	Example: the circle \texorpdfstring{$S^1$	8021f61c57d818e793c36ac1eb64422094dfd9926214134fb3c630cd0eb5dada
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:004	visual	Example: the punctured plane	VIII/10	YES	Example: the punctured plane	699a0bc32021fb90c1fbc5456ebe8daf2da9387ec5222ccff2229f686ce3c5e6
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:005	visual	Example: the sphere \texorpdfstring{$S^2$	VIII/10	YES	Example: the sphere \texorpdfstring{$S^2$	1d68916cbad7794684c5350fb52bb7f103d3d6300b501d06f6614ab278c89137
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:006	visual	Example: the wedge \texorpdfstring{$S^1\vee S^1$	VIII/10	YES	Example: the wedge \texorpdfstring{$S^1\vee S^1$	234639fa4acdad4900d52823896b3f5273f98999b9bdc9efa13001dbbb539810
theory-of-algebraic-topology-3.tex	chapters/tex/theory-of-algebraic-topology-3.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-3.tex:visual:007	visual	Example: the torus	VIII/10	YES	Example: the torus	f333e1506c405c717a4ce83cecd589738005a00a8ae08331fd09d29c89fe09e0
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T01.SECTION	theory-of-algebraic-topology-4.tex:visual:001	visual	A finite-sheeted covering graph of \(R_2\)	VIII/09	YES	A finite-sheeted covering graph of \(R_2\)	6183eff26bf9d004ae97cfa2338125b745f1fbff01349a6708bc968dccdf79e7
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-4.tex:visual:002	visual	Diagram: sphere split into hemispheres	VIII/09	YES	Diagram: sphere split into hemispheres	287ec01061ec09011dbaf413f00cd23a58caf0d26f822e00cdeda8695303dccf
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-4.tex:visual:003	visual	Diagram: collapsing the equator	VIII/09	YES	Diagram: collapsing the equator	2a5d1c7a51f5f61557bf7c2e0209ba40f589b24381389eedc75915565652d28b
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-4.tex:visual:004	visual	Diagram: each hemisphere becomes a sphere	VIII/09	YES	Diagram: each hemisphere becomes a sphere	00cd3afaa239273f9887de074b979de5554a652272e99aa473faa236c738cfd4
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T01.SECTION	theory-of-algebraic-topology-4.tex:visual:005	visual	Definitions and background	VIII/09	YES	Definitions and background	3ccbcb15c9510bbb5f59a70ebd465a1a91f7a54a78e3a5cd5be16ff4c79be0ac
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T01.SECTION	theory-of-algebraic-topology-4.tex:visual:006	visual	Definitions and background	VIII/09	YES	Definitions and background	cbb9b7d4510aae079edb23bda0626bf7bb76efc7458959cbd0d39683c84e34a7
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T01.SECTION	theory-of-algebraic-topology-4.tex:visual:007	visual	Solution	VIII/09	YES	Solution	bf4346c3eca7762d0e597bff4390f501f8e5603c76cda189421fd149973b36a3
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T01.SECTION	theory-of-algebraic-topology-4.tex:visual:008	visual	Solution	VIII/09	YES	Solution	eaef894e83f57fe1e29840407d4b242f54177f1d15533a1425e900dae086ff34
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:009	visual	Definitions and examples	VIII/14	YES	Definitions and examples	fe674192d695771522ae9907d248b1bca4396dba22bdd1e3d522e60ad82bb311
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:010	visual	Definitions and examples	VIII/14	YES	Definitions and examples	4c5fedc266356481ae1ae688a29ef98b570b5e5c06754c0e117acab4b931c2e1
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:011	visual	Definitions and examples	VIII/14	YES	Definitions and examples	0a93eda68d3f204d87a1be4958835d194656b6c167a6926c1ce9bb63f743757e
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:012	visual	Solution	VIII/14	YES	Solution	ab1d89e7c15f1705c359d3383e7fba0e8a12b55f69303032e944bc47ae943513
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:013	visual	Solution	VIII/14	YES	Solution	8c2e53e20ed1fe3707a80b1211c9fbd4cfe64d54d587a63b5117ce8c4407ba32
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:014	visual	Solution	VIII/14	YES	Solution	a83f1001988db2edc58e82f39ec38d95984754f3834939aea7ffd8b0023469da
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:015	visual	Solution	VIII/14	YES	Solution	3964cdc1c70e4f9db8689ed3765b412dacbbe2c25297e41961cc77097d316ca9
theory-of-algebraic-topology-4.tex	chapters/tex/theory-of-algebraic-topology-4.tex	T04.SECTION	theory-of-algebraic-topology-4.tex:visual:016	visual	Solution	VIII/14	YES	Solution	e94f4ee7e67919cfe192153a5ef6393e9549ce3a14f513ae7ee1ca23e1059ad4
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:definition:001	definition	let x and y be closed surfaces their connected sum x y is obtained	VIII/15	NO	Connected sum	fa2d666efb5679e7be1d73ed26239551562a0bf15dfc97d4501d399e303bae8a
