chapter_code	source_file	source_block_id	block_kind	source_selector	action	precedence	audit_status	legacy_source_exists	canonical_target	resolution
VI/14	theory-of-algebraic-geometry-1.tex	T09.SECTION	SECTION_OR_SUBSECTION	sheafification|espace étalé|etale space	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/14	theory-of-algebraic-geometry-1.tex	T09.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(sheafification|espace étalé|etale space)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/14	theory-of-algebraic-geometry-1.tex	T09.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(sheafification|espace étalé|etale space)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/14	theory-of-algebraic-geometry-2.tex	T03.SECTION	SECTION_OR_SUBSECTION	sheafification	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/14	theory-of-algebraic-geometry-2.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(sheafification)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/14	theory-of-algebraic-geometry-2.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(sheafification)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	sheaves_notes_reorganized.tex	T04.SECTION	SECTION_OR_SUBSECTION	kernel|image|quotient	PREFERRED_SOURCE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	sheaves_notes_reorganized.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(kernel|image|quotient)	PREFERRED_SOURCE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	sheaves_notes_reorganized.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(kernel|image|quotient)	PREFERRED_SOURCE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	theory-of-algebraic-geometry-1.tex	T10.SECTION	SECTION_OR_SUBSECTION	kernel of sheaf|image of sheaf|quotient sheaf	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	theory-of-algebraic-geometry-1.tex	T10.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(kernel of sheaf|image of sheaf|quotient sheaf)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	theory-of-algebraic-geometry-1.tex	T10.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(kernel of sheaf|image of sheaf|quotient sheaf)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	theory-of-algebraic-geometry-2.tex	T04.SECTION	SECTION_OR_SUBSECTION	kernel|image|quotient sheaf	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	theory-of-algebraic-geometry-2.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(kernel|image|quotient sheaf)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/15	theory-of-algebraic-geometry-2.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(kernel|image|quotient sheaf)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	sheaves_notes_reorganized.tex	T05.SECTION	SECTION_OR_SUBSECTION	exact|stalkwise	PREFERRED_SOURCE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	sheaves_notes_reorganized.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exact|stalkwise)	PREFERRED_SOURCE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	sheaves_notes_reorganized.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exact|stalkwise)	PREFERRED_SOURCE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	theory-of-algebraic-geometry-1.tex	T11.SECTION	SECTION_OR_SUBSECTION	exactness|stalkwise criterion	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	theory-of-algebraic-geometry-1.tex	T11.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exactness|stalkwise criterion)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	theory-of-algebraic-geometry-1.tex	T11.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exactness|stalkwise criterion)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	theory-of-algebraic-geometry-2.tex	T05.SECTION	SECTION_OR_SUBSECTION	exact sequence|exactness	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	theory-of-algebraic-geometry-2.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exact sequence|exactness)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/16	theory-of-algebraic-geometry-2.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exact sequence|exactness)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/17	theory-of-algebraic-geometry-3.tex	T01.SECTION	SECTION_OR_SUBSECTION	structure sheaf|O_X|regular function	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/17	theory-of-algebraic-geometry-3.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(structure sheaf|O_X|regular function)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/17	theory-of-algebraic-geometry-3.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(structure sheaf|O_X|regular function)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/17	theory-of-algebraic-geometry-3.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-algebraic-geometry-3.tex	T02.SECTION	SECTION_OR_SUBSECTION	affine scheme|Spec A	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-algebraic-geometry-3.tex	T04.SECTION	SECTION_OR_SUBSECTION	D(f)|Spec A_f	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-algebraic-geometry-3.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(affine scheme|Spec A)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-algebraic-geometry-3.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(affine scheme|Spec A)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-algebraic-geometry-3.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(D(f)|Spec A_f)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-algebraic-geometry-3.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(D(f)|Spec A_f)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-commutative-algebra-13.tex	T04.SECTION	SECTION_OR_SUBSECTION	affine scheme|structure sheaf	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-commutative-algebra-13.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(affine scheme|structure sheaf)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/18	theory-of-commutative-algebra-13.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(affine scheme|structure sheaf)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/19	theory-of-algebraic-geometry-3.tex	T03.SECTION	SECTION_OR_SUBSECTION	morphism of affine schemes|ring homomorphism	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/19	theory-of-algebraic-geometry-3.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(morphism of affine schemes|ring homomorphism)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/19	theory-of-algebraic-geometry-3.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(morphism of affine schemes|ring homomorphism)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/20	theory-of-algebraic-geometry-5.tex	T01.SECTION	SECTION_OR_SUBSECTION	affine intersection|gluing	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/20	theory-of-algebraic-geometry-5.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(affine intersection|gluing)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/20	theory-of-algebraic-geometry-5.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(affine intersection|gluing)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/21	theory-of-algebraic-geometry-3.tex	T05.SECTION	SECTION_OR_SUBSECTION	locally ringed|local morphism	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/21	theory-of-algebraic-geometry-3.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(locally ringed|local morphism)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/21	theory-of-algebraic-geometry-3.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(locally ringed|local morphism)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/22	theory-of-algebraic-geometry-5.tex	T02.SECTION	SECTION_OR_SUBSECTION	open subscheme|closed subscheme|immersion	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/22	theory-of-algebraic-geometry-5.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(open subscheme|closed subscheme|immersion)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/22	theory-of-algebraic-geometry-5.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(open subscheme|closed subscheme|immersion)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/22	theory-of-algebraic-geometry-5.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-algebraic-geometry-7.tex	T01.SECTION	SECTION_OR_SUBSECTION	fiber product|cartesian square	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-algebraic-geometry-7.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(fiber product|cartesian square)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-algebraic-geometry-7.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(fiber product|cartesian square)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-algebraic-geometry-7.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-commutative-algebra-2.tex	T03.SECTION	SECTION_OR_SUBSECTION	Spec|spectrum|fiber	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-commutative-algebra-2.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Spec|spectrum|fiber)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/23	theory-of-commutative-algebra-2.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Spec|spectrum|fiber)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/24	theory-of-algebraic-geometry-7.tex	T02.SECTION	SECTION_OR_SUBSECTION	base change	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/24	theory-of-algebraic-geometry-7.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(base change)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/24	theory-of-algebraic-geometry-7.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(base change)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/25	theory-of-algebraic-geometry-7.tex	T03.SECTION	SECTION_OR_SUBSECTION	fiber|geometric fiber	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/25	theory-of-algebraic-geometry-7.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(fiber|geometric fiber)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/25	theory-of-algebraic-geometry-7.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(fiber|geometric fiber)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-5.tex	T04.SECTION	SECTION_OR_SUBSECTION	Noetherian scheme	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-5.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Noetherian scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-5.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Noetherian scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-6.tex	T01.SECTION	SECTION_OR_SUBSECTION	finite type|Noetherian morphism|Noetherian scheme	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-6.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(finite type|Noetherian morphism|Noetherian scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-6.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(finite type|Noetherian morphism|Noetherian scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/26	theory-of-algebraic-geometry-6.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-5.tex	T03.SECTION	SECTION_OR_SUBSECTION	integral scheme|reduced|irreducible	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-5.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(integral scheme|reduced|irreducible)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-5.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(integral scheme|reduced|irreducible)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-6.tex	T03.SECTION	SECTION_OR_SUBSECTION	integral scheme	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-6.tex	T04.SECTION	SECTION_OR_SUBSECTION	function field|rational function	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-6.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(integral scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-6.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(integral scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-6.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(function field|rational function)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/27	theory-of-algebraic-geometry-6.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(function field|rational function)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/28	theory-of-algebraic-geometry-7.tex	T05.SECTION	SECTION_OR_SUBSECTION	normalization|integral closure|normal scheme	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
